# schema_version=2 n_features=27 generator=rpx_benchmark.data.esd
scene_id,phase,n_frames_total,n_frames_used,iter_mean,iter_max,obj_mean,obj_std,obj_consist,occ_mean,occ_p90,occ_heavy,depth_invalid,depth_invalid_mask,depth_std,depth_std_mask,specular,dark,area_cv,area_drop,vis_instability,trans_mean,trans_p90,rot_mean,rot_p90,jerk,fisheye_dark,fisheye_bright,fisheye_sharpness,fisheye_corr,fisheye_texture
scene12.ecss.4f.sofa,0,250,250,2.684,4.0,6.992,0.08908422980528033,0.992,0.33997175097465515,0.682230532169342,0.42857142857142855,0.011157421875,0.002916475224497847,0.8913305433988571,0.0925957878679037,0.0006986328124999999,0.00026415364583333336,0.16335583813016163,0.001142857142857143,0.002285714285714286,0.029165868736302846,0.03869899597234143,0.031325208703552446,0.042737723986050566,0.005298888497585538,0.33138032429245284,0.05677041273584906,206.36223751831054,0.9278944885153997,3.116267152786255
scene12.ecss.4f.sofa,1,250,250,1.0,1.0,7.0,0.0,1.0,0.12020774930715561,0.17875903844833374,0.0,0.012933776041666666,0.0014032027394764476,0.6646779516935348,0.1310255583524704,0.0003363020833333333,0.0010808333333333334,0.24985069865109016,0.0005714285714285715,0.0,0.016113231375253168,0.023241532228858157,0.017502095287189497,0.025965525486017844,0.0029926894532917975,0.3279813148584906,0.044260359669811324,172.59617852783202,0.9022154482015462,3.1757306594848633
scene12.ecss.4f.sofa,2,250,250,1.0,1.0,7.0,0.0,1.0,0.08343837410211563,0.26003655791282654,0.14285714285714285,0.0083046875,0.0054606794639326705,0.6880008821487427,0.1314932378232479,0.0002621875,0.00011852864583333333,0.22215340441532908,0.0,0.0,0.024289837708439736,0.03065525115017314,0.02734396767902937,0.0401248916085308,0.004479431795951584,0.3199548761792453,0.047630990566037736,192.87059951782226,0.9195028586056408,3.108373544692993
scene13.ecss.4f.sofa,0,250,250,1.844,3.0,7.0,0.0,1.0,0.23283341526985168,0.46410071849823,0.2857142857142857,0.010295494791666667,0.0001390504108893873,0.8401994835138321,0.11823006048798561,0.00030497395833333337,0.0003073958333333333,0.233386941898228,0.0,0.0,0.02219212971458863,0.029164870816010498,0.026937461561741927,0.036646689341491935,0.004200688183600815,0.3165655424528302,0.047486715801886785,190.51164392089845,0.9200234862051148,3.179056484222412
scene13.ecss.4f.sofa,1,250,250,1.452,3.0,6.92,0.2712931993250107,0.92,0.06602274626493454,0.15110568702220917,0.0,0.026831171875000004,0.00043815934247060616,0.8974002914428711,0.15391138455271722,0.001714427083333333,0.0006337499999999999,0.36841359221321,0.004,0.003428571428571429,0.01684100090577727,0.02470328148820444,0.019902107856500827,0.03065596644088457,0.0034185761658588167,0.3337859728773585,0.06407509433962263,195.86814166259765,0.9111985386169218,3.204995626449585
scene13.ecss.4f.sofa,2,250,250,1.0,1.0,7.0,0.0,1.0,0.03917756304144859,0.09315052628517151,0.0,0.03356557291666667,0.00029361676141288333,1.0409337869882584,0.186006532728672,0.002195,0.00035757812500000004,0.2736463854134343,0.0,0.0,0.02747839397779538,0.035667839061410245,0.026169405128887612,0.03396995540783837,0.005155505589102644,0.3280816922169812,0.05612075471698113,197.92217001342775,0.9282955952226205,3.039258964538574
scene14.ecss.4f.sofa,0,250,250,1.996,3.0,7.0,0.0,1.0,0.4440159201622009,0.7404789328575134,0.5714285714285714,0.02215694010416667,5.934824380752714e-05,0.9599430642127991,0.11987642197310924,0.0009518619791666667,0.00033140625,0.22006326590459993,0.0,0.0,0.030023985343053283,0.040628465254222465,0.03076484353345861,0.04302253545174071,0.005967972136243878,0.3248877712264151,0.06087285966981132,214.62916506958007,0.9267731348964136,3.090878134727478
scene14.ecss.4f.sofa,1,250,250,1.424,3.0,6.924,0.27968553770261345,0.928,0.17769570648670197,0.3703586757183075,0.2857142857142857,0.016272747395833335,0.005520602509987425,0.8333879833221436,0.15662318497896194,0.0029363932291666664,0.00033243489583333335,0.34673611927008113,0.009714285714285715,0.011999999999999999,0.012399131556693924,0.016027593495123265,0.013369581767138733,0.020424906830550097,0.0025927026789414323,0.3359978066037736,0.07376318396226415,204.89415393066406,0.9161329175435494,3.1843309841156007
scene14.ecss.4f.sofa,2,250,250,1.0,1.0,7.0,0.0,1.0,0.08194023370742798,0.2125759720802307,0.14285714285714285,0.02160455729166667,7.465015314104772e-05,0.8820512998104095,0.18407135787606238,0.0014718489583333333,0.00014665364583333335,0.32117045649591125,0.0,0.0,0.02740222409400849,0.03610693232595558,0.029359834274208838,0.03994183534745302,0.006951369591921513,0.32480557193396226,0.059211591981132065,203.45246359252928,0.9271133306409722,3.0606025705337525
scene15.ecss.4f.sofa,0,250,250,1.0,1.0,7.0,0.0,1.0,0.1615786850452423,0.27140113711357117,0.0,0.004721328125,0.00034080281077215825,0.4308815326988697,0.09413686281442642,4.906249999999999e-05,4.036458333333333e-07,0.2178254637727516,0.0,0.0,0.019589179581862584,0.02411532213168566,0.02937748329574723,0.03893479540877699,0.003640430168535667,0.3122536674528302,0.050539375000000004,207.747357421875,0.9171503333503229,3.2557826099395752
scene15.ecss.4f.sofa,1,250,250,1.0,1.0,6.996,0.063118935352238,0.996,0.13867247104644775,0.24851715564727783,0.14285714285714285,0.0273869921875,0.0002763271142370525,0.903349035859108,0.15154725909233094,0.005383216145833334,0.0011253515625,0.3097802572910651,0.002285714285714286,0.001142857142857143,0.013527246345464265,0.019630749112884927,0.01392980903494033,0.021184406277919433,0.0029017635701722054,0.3403679009433962,0.06608217570754717,211.59547033691408,0.9049341356629396,3.2416800107955934
scene15.ecss.4f.sofa,2,250,250,1.0,1.0,7.0,0.0,1.0,0.04751776531338692,0.09899386763572693,0.0,0.0176853125,0.0002370665917504313,0.893839833021164,0.17838558715581893,0.0007082552083333333,0.0004741536458333333,0.2788660209592289,0.0,0.0,0.029319995633703202,0.036723726140137525,0.02892466982509907,0.03796963115022483,0.00502734585932038,0.32575951061320757,0.0592328478773585,212.7444669189453,0.9222249170829115,3.1332888326644897
scene16.SU.CHECKERBOARD,0,250,250,1.112,3.0,7.0,0.0,1.0,0.5661591291427612,0.9974072575569153,0.8571428571428571,0.030274934895833334,0.034103606225751947,1.0779007813930512,0.140437333881855,0.004250208333333333,0.0001719661458333333,0.3085135873481872,0.0,0.0,0.022943151535084676,0.029112391287915804,0.032451777218779426,0.0463676267295603,0.005149518824716476,0.31346737028301885,0.08339497641509433,320.13758618164064,0.9006126697375305,4.185166500091553
scene16.SU.CHECKERBOARD,1,250,250,1.8,3.0,6.776,0.4536783001202504,0.792,0.24328243732452393,0.46194931864738464,0.42857142857142855,0.03374739583333333,0.0355011374572829,1.6685981783866883,0.18212855193018912,0.004297812500000001,0.0009235416666666667,0.36331817934186467,0.013714285714285715,0.018285714285714287,0.015346167496778442,0.021385061171337635,0.016723022130432193,0.025099470092657318,0.0034639347016484057,0.310794616745283,0.08405969929245284,338.5655482177734,0.8942748991938669,4.278601784706115
scene16.SU.CHECKERBOARD,2,250,250,1.0,1.0,7.0,0.0,1.0,0.01943611167371273,0.036076366901397705,0.0,0.031370026041666665,0.041241248926453374,2.184546697616577,0.21094821614027023,0.006877552083333334,0.00017817708333333333,0.3650289359210724,0.0,0.0,0.02458918642436594,0.03064317921039053,0.026351862884912203,0.03680294393719064,0.005622808214755445,0.309203125,0.08149991155660377,303.5972900390625,0.9089437834967431,4.072058178901672
scene17.SU.CHECKERBOARD,0,250,250,1.38,3.0,6.852,0.35509998591945907,0.852,0.2879665195941925,0.5953551530838013,0.2857142857142857,0.023303320312499997,0.03592620921189931,1.5979516220092773,0.12309879752993584,0.0035481510416666673,7.01171875e-05,0.3696195121186933,0.0051428571428571435,0.005714285714285714,0.022076436692864375,0.030083102747931488,0.029358544059864045,0.04223613998214831,0.004452460049322973,0.30714656839622645,0.0760053066037736,324.787935546875,0.8993326393677972,4.226782873153686
scene17.SU.CHECKERBOARD,1,250,250,1.0,1.0,7.0,0.0,1.0,0.07852377742528915,0.16868725419044495,0.0,0.043428606770833336,0.040335000977361146,1.8591804842948914,0.17588595974445342,0.0034570833333333333,0.0006008854166666667,0.2384642004244172,0.0017142857142857144,0.0,0.013107995016857587,0.024931004966806346,0.01607202173457214,0.030849168930958126,0.0030952087956949963,0.3156298820754717,0.0793088679245283,305.3589200439453,0.9011447475142983,4.135834560394287
scene17.SU.CHECKERBOARD,2,250,250,1.468,3.0,6.904,0.29459124223235145,0.904,0.03522198274731636,0.06618468463420868,0.0,0.04033265625,0.03060890469438755,2.419119550228119,0.24101896369457246,0.006139518229166667,0.0001275390625,0.4480843228743434,0.0017142857142857144,0.002285714285714286,0.026208688079728586,0.03434072567157092,0.026096025831927928,0.03907369086911997,0.006087758051360515,0.3114588384433962,0.08201896226415094,305.7168846435547,0.908648774022758,4.082723569869995
scene18.su.CHECKERBOARD,0,250,250,1.14,3.0,6.0,0.0,1.0,0.3192617893218994,0.6379239559173584,0.3333333333333333,0.026208697916666666,0.027527148655488297,2.027875355243683,0.14703742688894272,0.0036844401041666672,0.002463515625,0.31861644411882334,0.0,0.0,0.02325185324257467,0.03533323345675373,0.02800827542711087,0.0443403885553147,0.004761871671010776,0.32194143278301884,0.08309747641509435,464.17164025878907,0.8232268720514032,5.4489881134033205
scene18.su.CHECKERBOARD,1,250,250,2.104,3.0,5.996,0.063118935352238,0.996,0.19139300286769867,0.2825569808483124,0.16666666666666666,0.03739684895833334,0.027697622763829574,3.5780198798179628,0.1987790167927742,0.008384869791666666,0.0009643359375,0.5419265233377636,0.004666666666666667,0.0013333333333333333,0.020366765663859584,0.029221320257946656,0.019068690864888677,0.03208465200611276,0.004611620692156887,0.3274188384433962,0.08251011202830189,459.4466356201172,0.8198055923152511,5.413958003997803
scene18.su.CHECKERBOARD,2,250,250,1.996,3.0,5.904,0.2945912422323515,0.904,0.10428690910339355,0.1979859173297882,0.0,0.033734296875,0.029617139438663037,4.75308734369278,0.23978295680880546,0.0037483593749999995,0.0031076953125,0.4315929090679689,0.004666666666666667,0.006666666666666667,0.024756388539903258,0.03181647636143981,0.02443837806332389,0.035148975392677084,0.00619195468026127,0.32220775943396224,0.08574951650943397,482.1560250244141,0.8243266227206412,5.486422452926636
scene19.su.CHECKERBOARD,0,250,250,1.0,1.0,7.0,0.0,1.0,0.20828697085380554,0.3104349672794342,0.14285714285714285,0.026439244791666667,0.03543461780028197,1.483728094816208,0.14943705293536186,0.0016160026041666666,0.003856888020833333,0.3426413914075378,0.0,0.0,0.01987418511384398,0.027653113228732738,0.02672457885227014,0.03752446337524504,0.004372707456568289,0.31855129716981134,0.0745186733490566,425.7439886474609,0.829531691392638,5.430742027282715
scene19.su.CHECKERBOARD,1,250,250,1.528,4.0,6.956,0.22374986033515187,0.96,0.1333339661359787,0.25575241446495056,0.14285714285714285,0.029705338541666668,0.035001111959053324,2.1873055012226104,0.19242513930797578,0.0010509374999999998,0.003535260416666666,0.33312745770454155,0.002285714285714286,0.004571428571428572,0.016569521554421793,0.021573017402537354,0.01959234009763717,0.02895695794004346,0.003589280962280862,0.32653821344339623,0.07554528301886793,461.03242272949217,0.8247333428774268,5.608383420944214
scene19.su.CHECKERBOARD,2,250,250,1.776,3.0,7.0,0.0,1.0,0.0674549862742424,0.18371638655662537,0.0,0.028327851562500003,0.03821443111778276,3.2085480151176453,0.22314795804023743,0.006736041666666667,0.0023720052083333336,0.44590268663040683,0.0,0.0,0.02659144137342012,0.037762064736204616,0.027393737084676836,0.037688456872433336,0.005843379899967104,0.31835751768867926,0.07835149764150942,440.13210888671875,0.8352520133877204,5.466988695144654
scene2.library.fountain,0,250,250,2.684,4.0,6.992,0.08908422980528034,0.992,0.31014007329940796,0.6263211965560913,0.2857142857142857,0.00200109375,0.022281297201696675,0.4386293198466301,0.09804610392451286,0.0007498046874999999,3.2682291666666666e-06,0.20650588325243266,0.009142857142857144,0.002285714285714286,0.02327178564564852,0.0396338536489287,0.029675629303600234,0.046414840074792824,0.0075398577713327785,0.3548778419811321,0.0516286733490566,743.6697312011719,0.7856038134793943,7.81714331817627
scene2.library.fountain,1,250,250,2.544,4.0,6.928,0.2584879107424562,0.928,0.11355449259281158,0.2400628626346588,0.0,0.010115950520833333,0.012154502596081702,2.2751256277561187,0.18774370101094245,0.001270078125,0.00021930989583333332,0.3220514461559697,0.018285714285714287,0.016000000000000004,0.019857354725233204,0.03475299350306551,0.017632757343937988,0.03052590542399908,0.007132737919321977,0.3629490212264151,0.053826020047169805,906.6497607421875,0.7953683419376146,8.067369661331178
scene2.library.fountain,2,250,250,2.484,4.0,6.984,0.15409088227406578,0.988,0.003762470092624426,0.007556287106126547,0.0,0.0005587890625,0.0006470238732629836,0.7236894359588623,0.253861158311367,0.00027796875,9.505208333333333e-07,0.32885909037141564,0.006285714285714285,0.003428571428571429,0.025457539532966374,0.038600680574151496,0.023828083952765193,0.034135850533505464,0.00704494777203082,0.3581488856132075,0.055657883254716975,718.7814300537109,0.8133440919333332,7.516727853775024
scene20.su.CHECKERBOARD,0,250,250,3.904,4.0,7.0,0.0,1.0,0.2921268045902252,0.47336557507514954,0.2857142857142857,0.015507513020833332,0.004654482291929693,1.6724481003284455,0.13089044478535652,0.0016543619791666668,0.0025384895833333336,0.47846896000962563,0.0,0.0,0.01752072791009618,0.025372052970214904,0.024693901515048047,0.03455050005203084,0.003377245548967568,0.32306339033018866,0.07280057193396226,464.7069578857422,0.8251315851241013,5.5401063137054445
scene20.su.CHECKERBOARD,1,250,250,3.768,4.0,6.972,0.16497272501841023,0.972,0.1285793036222458,0.21918682754039764,0.0,0.026072239583333334,0.005565390804331246,2.8629573211669923,0.19190150851011276,0.0010662369791666667,0.004234557291666666,0.3980148154883419,0.004571428571428572,0.003428571428571429,0.021125369141226293,0.026189418130709696,0.020511628170170992,0.028359593419881656,0.004943868228676596,0.325697883254717,0.0758128950471698,485.9051259765625,0.821711842032038,5.668083042144775
scene20.su.CHECKERBOARD,2,250,250,2.624,4.0,6.848,0.5223944869540642,0.92,0.0522121824324131,0.10057788342237473,0.0,0.0307843359375,0.009423658892924461,3.3701480598449707,0.24120768922567368,0.004149726562500001,0.0040652734375,0.4692151848159722,0.0051428571428571435,0.002285714285714286,0.023246809247712046,0.031040314380586066,0.026453884000139035,0.03690965532135239,0.005389632627181762,0.32418759433962263,0.07562915094339623,451.78686083984377,0.8345577006559599,5.503641124725342
scene21.jo.4f,0,250,250,3.56,4.0,6.996,0.063118935352238,0.996,0.3078766465187073,0.5172594785690308,0.5714285714285714,0.0010814583333333334,0.013802397093450122,0.32229984509944914,0.09885770732164383,7.643229166666668e-06,1.0729166666666667e-05,0.2241155516142305,0.0017142857142857144,0.001142857142857143,0.018445610983205064,0.026169876205209067,0.026089582931929953,0.04160878203196273,0.0031293810385804345,0.320171491745283,0.0669658195754717,218.1068585205078,0.9035722893641233,3.5841722993850706
scene21.jo.4f,1,250,250,1.116,4.0,6.98,0.13999999999999999,0.98,0.0739000216126442,0.10016659647226334,0.0,0.006804713541666667,0.007475540202911781,0.3483187674880028,0.124654102653265,2.34375e-07,0.0005315885416666666,0.21344868284503934,0.004571428571428572,0.004571428571428572,0.012393620836175455,0.022870995893804296,0.009924144705431362,0.016776504859602786,0.0028013258928638205,0.349637329009434,0.09075063679245282,191.65918572998046,0.9201258547092702,3.2586503076553344
scene21.jo.4f,2,250,250,1.564,4.0,7.0,0.0,1.0,0.04612654820084572,0.07495865970849991,0.0,0.0011523828125,0.011485597998226113,0.37580190509557726,0.15370057535171508,3.7499999999999997e-06,1.3619791666666668e-05,0.20735578027042595,0.0,0.0,0.019002032148322835,0.029558033739657555,0.020975390320307378,0.03425669470956913,0.004563037648514751,0.3334312205188679,0.05797617924528302,208.05492993164063,0.9113198965778597,3.4406829528808593
scene22.jo.4f,0,250,250,1.0,1.0,7.0,0.0,1.0,0.18293888866901398,0.24201615154743195,0.0,0.0020356380208333335,0.04251322107977221,0.292001944065094,0.06752768203616143,0.00014949218750000002,1.2434895833333334e-05,0.17481064986810346,0.0,0.0,0.016817170629036128,0.022876119571848742,0.025213450519623256,0.04278244298961203,0.0031220820346140824,0.3207443926886792,0.060189705188679256,211.23351452636717,0.9167716172990958,3.4576191177368165
scene22.jo.4f,1,250,250,1.0,1.0,6.94,0.23748684174075835,0.94,0.05825858190655708,0.12847504019737244,0.0,0.0036166015625,0.00867044315991569,0.25007173681259154,0.09223201288282872,7.760416666666666e-06,0.00023321614583333335,0.19513072447668486,0.004,0.005714285714285714,0.015477822967093203,0.02533010860042275,0.015887963805524388,0.025954332606223967,0.003546291617291224,0.35308050707547173,0.09080685731132075,169.28666796875,0.9313771125876522,3.0831489553451537
scene22.jo.4f,2,250,250,1.0,1.0,7.0,0.0,1.0,2.2991573132458143e-05,6.576999294338748e-05,0.0,0.00201078125,0.021849703061605993,0.4555141441822052,0.18187485483288765,1.8450520833333335e-05,8.177083333333333e-06,0.2235057130798781,0.0,0.0,0.017674139155676647,0.028474545936480255,0.021773646296855097,0.03519424960431048,0.003900637149723289,0.33871699882075473,0.0552594575471698,221.70156091308593,0.9059185836021638,3.543196188926697
scene23.jo.4f,0,250,250,1.372,3.0,6.992,0.126237870704476,0.996,0.47666341066360474,0.949547290802002,0.5714285714285714,0.003906848958333334,0.03768917066864767,0.3355605384111404,0.09589314699172974,0.00022697916666666667,3.0729166666666665e-06,0.24235261448128126,0.003428571428571429,0.002285714285714286,0.015250786320053918,0.023211079635767455,0.02243050078837089,0.03631083207288774,0.0035123646669829194,0.3209452948113208,0.06064715212264151,219.0521768798828,0.9081910882194055,3.6183265390396118
scene23.jo.4f,1,250,250,1.18,2.0,6.968,0.17600000000000002,0.968,0.07421187311410904,0.12621553242206573,0.0,0.010482617187500001,0.029979011350090325,0.2976599244475365,0.09117481148242951,2.0833333333333336e-05,0.00017881510416666667,0.2884026574817549,0.0005714285714285715,0.001142857142857143,0.012986049340230146,0.01832320154621746,0.014122684675139876,0.022163893003006,0.00230221974792863,0.3540225825471698,0.08897212853773584,163.0873422241211,0.9326936868742292,3.058093032836914
scene23.jo.4f,2,250,250,1.328,3.0,6.992,0.08908422980528033,0.992,0.08172132074832916,0.1663179099559784,0.0,0.003513984375,0.03458539336881303,0.3738965572714806,0.11650089010596275,0.00020820312500000003,1.3411458333333334e-06,0.2380139695620769,0.0017142857142857144,0.002285714285714286,0.017284045425887677,0.026875084813854817,0.023075915013495922,0.034030672986536885,0.003281033999401774,0.33202120872641505,0.05775372641509433,210.29294793701172,0.9149950025911369,3.4883503189086915
scene24.jo.4f,0,250,250,1.592,3.0,7.0,0.0,1.0,0.19383856654167175,0.32158079743385315,0.14285714285714285,0.005892408854166666,0.09740988154057732,0.32367843717336653,0.09250582799315453,0.00029352864583333336,9.010416666666666e-06,0.22122385644421702,0.0,0.0,0.017028834144292484,0.022729644953774143,0.024206771122316624,0.038208209164120724,0.004002831077335919,0.321657258254717,0.061393060141509435,215.66547845458985,0.9033640194657162,3.5656791591644286
scene24.jo.4f,1,250,250,1.0,1.0,6.988,0.10888526071052962,0.988,0.04328283667564392,0.0608668252825737,0.0,0.015599440104166666,0.03879979972356705,0.4222193959951401,0.12341252383589744,3.9973958333333335e-05,0.00032600260416666666,0.274180951781737,0.001142857142857143,0.001142857142857143,0.01845764713633902,0.024653367823471148,0.014693985577736293,0.024464809089461113,0.003987346082923283,0.35506209316037735,0.08704121462264149,202.43957397460937,0.9272093967767349,3.2648371124267577
scene24.jo.4f,2,250,250,1.784,3.0,6.94,0.23748684174075835,0.94,0.010755966417491436,0.02922602742910385,0.0,0.005624518229166667,0.08148984912029952,0.46825334256887435,0.1698916131258011,8.94140625e-05,2.6783854166666665e-05,0.290901460125863,0.0017142857142857144,0.0005714285714285715,0.017679949216653813,0.025753987916018472,0.02070319067228264,0.036149485507021656,0.0035729837689775275,0.33092425707547163,0.05695742924528301,222.85836334228514,0.9037466760737738,3.537822995185852
scene25.jo.4f,0,250,250,3.0,3.0,6.112,0.3278048199767661,0.116,0.21417345106601715,0.35783880949020386,0.14285714285714285,0.0041565885416666665,0.060431721250418236,0.35222464698553085,0.15572982054948806,0.0018687369791666668,3.1901041666666664e-06,0.30966778424517777,0.028,0.045142857142857144,0.01785120797534329,0.02649186051724977,0.022829579208349472,0.03545653081745338,0.0036524887181678374,0.3239706603773585,0.051749711084905656,196.65553997802735,0.90378349858818,3.4458999156951906
scene25.jo.4f,1,250,250,1.032,3.0,6.916,0.27738781516137295,0.916,0.0738251581788063,0.1484031081199646,0.0,0.014649401041666668,0.04217283677301201,0.49135584926605225,0.12290560710430146,0.0010455598958333332,0.00021660156250000002,0.3261003945408366,0.008571428571428572,0.010857142857142857,0.011796664412237864,0.016485855608057206,0.014769038775521553,0.022803220291878257,0.0028487789480743956,0.36211453419811324,0.0984813620283019,173.95934783935547,0.9134803594096527,3.1172059259414673
scene25.jo.4f,2,250,250,1.816,3.0,6.944,0.22992172581119863,0.944,0.03481525927782059,0.0691489428281784,0.0,0.005124062499999999,0.061397937588208384,0.3786543306708336,0.14079120716452598,0.0020802994791666663,1.5690104166666667e-05,0.2888818277702479,0.001142857142857143,0.001142857142857143,0.016189456753430878,0.023691886283404864,0.021124639212983975,0.034766540090171355,0.0027458817562387417,0.3243354716981132,0.05708664504716981,207.23615969848632,0.8988819052291708,3.4780199251174926
scene26.gaming2.JUMBOTRONSTAGE,0,250,250,1.0,1.0,7.0,0.0,1.0,0.16046865284442902,0.2846184968948364,0.0,0.038545989583333336,0.03290873070554408,2.428814456939697,0.14403163781762124,0.0029737890625,0.0033108072916666668,0.35260277385811695,0.0,0.0,0.02919743979888421,0.04147567713916329,0.028307054460403717,0.043742551198727,0.006505507172628946,0.39111897405660373,0.0507174233490566,327.7244490966797,0.8639355068810498,4.737557638168335
