file_name,scene_phase,scene_id,phase_index,phase_name,difficulty,rpx_ds,scene_tier,scene_score,modalities_shown,source_shards,caption
images/rpx_easy_scene028_phase1.jpg,scene028.phase1,scene028,1,interaction,easy,0.382133,medium,0.500117,"rgb, depth, masks",scenes/scene028/1/rgb.tar; scenes/scene028/1/depth.tar; scenes/scene028/1/labels/masks/v1.tar,"Video-layout preview still for scene028.phase1 (interaction, easy, RPX-DS 0.382)."
images/rpx_easy_scene029_phase0.jpg,scene029.phase0,scene029,0,clutter,easy,0.435033,easy,0.413000,"rgb, depth, masks",scenes/scene029/0/rgb.tar; scenes/scene029/0/depth.tar; scenes/scene029/0/labels/masks/v1.tar,"Video-layout preview still for scene029.phase0 (clutter, easy, RPX-DS 0.435)."
images/rpx_easy_scene029_phase1.jpg,scene029.phase1,scene029,1,interaction,easy,0.339533,easy,0.413000,"rgb, depth, masks",scenes/scene029/1/rgb.tar; scenes/scene029/1/depth.tar; scenes/scene029/1/labels/masks/v1.tar,"Video-layout preview still for scene029.phase1 (interaction, easy, RPX-DS 0.340)."
images/rpx_easy_scene030_phase1.jpg,scene030.phase1,scene030,1,interaction,easy,0.356233,easy,0.432950,"rgb, depth, masks",scenes/scene030/1/rgb.tar; scenes/scene030/1/depth.tar; scenes/scene030/1/labels/masks/v1.tar,"Video-layout preview still for scene030.phase1 (interaction, easy, RPX-DS 0.356)."
images/rpx_easy_scene031_phase0.jpg,scene031.phase0,scene031,0,clutter,easy,0.400333,easy,0.363217,"rgb, depth, masks",scenes/scene031/0/rgb.tar; scenes/scene031/0/depth.tar; scenes/scene031/0/labels/masks/v1.tar,"Video-layout preview still for scene031.phase0 (clutter, easy, RPX-DS 0.400)."
images/rpx_easy_scene031_phase1.jpg,scene031.phase1,scene031,1,interaction,easy,0.332283,easy,0.363217,"rgb, depth, masks",scenes/scene031/1/rgb.tar; scenes/scene031/1/depth.tar; scenes/scene031/1/labels/masks/v1.tar,"Video-layout preview still for scene031.phase1 (interaction, easy, RPX-DS 0.332)."
images/rpx_easy_scene031_phase2.jpg,scene031.phase2,scene031,2,clean,easy,0.357033,easy,0.363217,"rgb, depth, masks",scenes/scene031/2/rgb.tar; scenes/scene031/2/depth.tar; scenes/scene031/2/labels/masks/v1.tar,"Video-layout preview still for scene031.phase2 (clean, easy, RPX-DS 0.357)."
images/rpx_easy_scene032_phase0.jpg,scene032.phase0,scene032,0,clutter,easy,0.363383,easy,0.382250,"rgb, depth, masks",scenes/scene032/0/rgb.tar; scenes/scene032/0/depth.tar; scenes/scene032/0/labels/masks/v1.tar,"Video-layout preview still for scene032.phase0 (clutter, easy, RPX-DS 0.363)."
images/rpx_easy_scene032_phase1.jpg,scene032.phase1,scene032,1,interaction,easy,0.423733,easy,0.382250,"rgb, depth, masks",scenes/scene032/1/rgb.tar; scenes/scene032/1/depth.tar; scenes/scene032/1/labels/masks/v1.tar,"Video-layout preview still for scene032.phase1 (interaction, easy, RPX-DS 0.424)."
images/rpx_easy_scene032_phase2.jpg,scene032.phase2,scene032,2,clean,easy,0.359633,easy,0.382250,"rgb, depth, masks",scenes/scene032/2/rgb.tar; scenes/scene032/2/depth.tar; scenes/scene032/2/labels/masks/v1.tar,"Video-layout preview still for scene032.phase2 (clean, easy, RPX-DS 0.360)."
images/rpx_easy_scene034_phase0.jpg,scene034.phase0,scene034,0,clutter,easy,0.437067,easy,0.431028,"rgb, depth, masks",scenes/scene034/0/rgb.tar; scenes/scene034/0/depth.tar; scenes/scene034/0/labels/masks/v1.tar,"Video-layout preview still for scene034.phase0 (clutter, easy, RPX-DS 0.437)."
images/rpx_easy_scene034_phase1.jpg,scene034.phase1,scene034,1,interaction,easy,0.335633,easy,0.431028,"rgb, depth, masks",scenes/scene034/1/rgb.tar; scenes/scene034/1/depth.tar; scenes/scene034/1/labels/masks/v1.tar,"Video-layout preview still for scene034.phase1 (interaction, easy, RPX-DS 0.336)."
images/rpx_easy_scene035_phase1.jpg,scene035.phase1,scene035,1,interaction,easy,0.387975,easy,0.414164,"rgb, depth, masks",scenes/scene035/1/rgb.tar; scenes/scene035/1/depth.tar; scenes/scene035/1/labels/masks/v1.tar,"Video-layout preview still for scene035.phase1 (interaction, easy, RPX-DS 0.388)."
images/rpx_easy_scene035_phase2.jpg,scene035.phase2,scene035,2,clean,easy,0.339733,easy,0.414164,"rgb, depth, masks",scenes/scene035/2/rgb.tar; scenes/scene035/2/depth.tar; scenes/scene035/2/labels/masks/v1.tar,"Video-layout preview still for scene035.phase2 (clean, easy, RPX-DS 0.340)."
images/rpx_easy_scene036_phase0.jpg,scene036.phase0,scene036,0,clutter,easy,0.427183,medium,0.492242,"rgb, depth, masks",scenes/scene036/0/rgb.tar; scenes/scene036/0/depth.tar; scenes/scene036/0/labels/masks/v1.tar,"Video-layout preview still for scene036.phase0 (clutter, easy, RPX-DS 0.427)."
images/rpx_easy_scene036_phase1.jpg,scene036.phase1,scene036,1,interaction,easy,0.423883,medium,0.492242,"rgb, depth, masks",scenes/scene036/1/rgb.tar; scenes/scene036/1/depth.tar; scenes/scene036/1/labels/masks/v1.tar,"Video-layout preview still for scene036.phase1 (interaction, easy, RPX-DS 0.424)."
images/rpx_easy_scene037_phase1.jpg,scene037.phase1,scene037,1,interaction,easy,0.379133,easy,0.448586,"rgb, depth, masks",scenes/scene037/1/rgb.tar; scenes/scene037/1/depth.tar; scenes/scene037/1/labels/masks/v1.tar,"Video-layout preview still for scene037.phase1 (interaction, easy, RPX-DS 0.379)."
images/rpx_easy_scene037_phase2.jpg,scene037.phase2,scene037,2,clean,easy,0.429333,easy,0.448586,"rgb, depth, masks",scenes/scene037/2/rgb.tar; scenes/scene037/2/depth.tar; scenes/scene037/2/labels/masks/v1.tar,"Video-layout preview still for scene037.phase2 (clean, easy, RPX-DS 0.429)."
images/rpx_easy_scene038_phase0.jpg,scene038.phase0,scene038,0,clutter,easy,0.416433,easy,0.453461,"rgb, depth, masks",scenes/scene038/0/rgb.tar; scenes/scene038/0/depth.tar; scenes/scene038/0/labels/masks/v1.tar,"Video-layout preview still for scene038.phase0 (clutter, easy, RPX-DS 0.416)."
images/rpx_easy_scene038_phase1.jpg,scene038.phase1,scene038,1,interaction,easy,0.379833,easy,0.453461,"rgb, depth, masks",scenes/scene038/1/rgb.tar; scenes/scene038/1/depth.tar; scenes/scene038/1/labels/masks/v1.tar,"Video-layout preview still for scene038.phase1 (interaction, easy, RPX-DS 0.380)."
images/rpx_easy_scene004_phase0.jpg,scene004.phase0,scene004,0,clutter,easy,0.433933,easy,0.459281,"rgb, depth, masks",scenes/scene004/0/rgb.tar; scenes/scene004/0/depth.tar; scenes/scene004/0/labels/masks/v1.tar,"Video-layout preview still for scene004.phase0 (clutter, easy, RPX-DS 0.434)."
images/rpx_easy_scene004_phase2.jpg,scene004.phase2,scene004,2,clean,easy,0.392333,easy,0.459281,"rgb, depth, masks",scenes/scene004/2/rgb.tar; scenes/scene004/2/depth.tar; scenes/scene004/2/labels/masks/v1.tar,"Video-layout preview still for scene004.phase2 (clean, easy, RPX-DS 0.392)."
images/rpx_easy_scene047_phase2.jpg,scene047.phase2,scene047,2,clean,easy,0.407633,medium,0.503744,"rgb, depth, masks",scenes/scene047/2/rgb.tar; scenes/scene047/2/depth.tar; scenes/scene047/2/labels/masks/v1.tar,"Video-layout preview still for scene047.phase2 (clean, easy, RPX-DS 0.408)."
images/rpx_easy_scene048_phase2.jpg,scene048.phase2,scene048,2,clean,easy,0.408533,medium,0.496181,"rgb, depth, masks",scenes/scene048/2/rgb.tar; scenes/scene048/2/depth.tar; scenes/scene048/2/labels/masks/v1.tar,"Video-layout preview still for scene048.phase2 (clean, easy, RPX-DS 0.409)."
images/rpx_easy_scene051_phase0.jpg,scene051.phase0,scene051,0,clutter,easy,0.403100,easy,0.426236,"rgb, depth, masks",scenes/scene051/0/rgb.tar; scenes/scene051/0/depth.tar; scenes/scene051/0/labels/masks/v1.tar,"Video-layout preview still for scene051.phase0 (clutter, easy, RPX-DS 0.403)."
images/rpx_easy_scene051_phase1.jpg,scene051.phase1,scene051,1,interaction,easy,0.433675,easy,0.426236,"rgb, depth, masks",scenes/scene051/1/rgb.tar; scenes/scene051/1/depth.tar; scenes/scene051/1/labels/masks/v1.tar,"Video-layout preview still for scene051.phase1 (interaction, easy, RPX-DS 0.434)."
images/rpx_easy_scene051_phase2.jpg,scene051.phase2,scene051,2,clean,easy,0.441933,easy,0.426236,"rgb, depth, masks",scenes/scene051/2/rgb.tar; scenes/scene051/2/depth.tar; scenes/scene051/2/labels/masks/v1.tar,"Video-layout preview still for scene051.phase2 (clean, easy, RPX-DS 0.442)."
images/rpx_easy_scene053_phase0.jpg,scene053.phase0,scene053,0,clutter,easy,0.377983,easy,0.421325,"rgb, depth, masks",scenes/scene053/0/rgb.tar; scenes/scene053/0/depth.tar; scenes/scene053/0/labels/masks/v1.tar,"Video-layout preview still for scene053.phase0 (clutter, easy, RPX-DS 0.378)."
images/rpx_easy_scene053_phase2.jpg,scene053.phase2,scene053,2,clean,easy,0.410733,easy,0.421325,"rgb, depth, masks",scenes/scene053/2/rgb.tar; scenes/scene053/2/depth.tar; scenes/scene053/2/labels/masks/v1.tar,"Video-layout preview still for scene053.phase2 (clean, easy, RPX-DS 0.411)."
images/rpx_easy_scene054_phase0.jpg,scene054.phase0,scene054,0,clutter,easy,0.405267,easy,0.407875,"rgb, depth, masks",scenes/scene054/0/rgb.tar; scenes/scene054/0/depth.tar; scenes/scene054/0/labels/masks/v1.tar,"Video-layout preview still for scene054.phase0 (clutter, easy, RPX-DS 0.405)."
images/rpx_easy_scene054_phase2.jpg,scene054.phase2,scene054,2,clean,easy,0.349233,easy,0.407875,"rgb, depth, masks",scenes/scene054/2/rgb.tar; scenes/scene054/2/depth.tar; scenes/scene054/2/labels/masks/v1.tar,"Video-layout preview still for scene054.phase2 (clean, easy, RPX-DS 0.349)."
images/rpx_easy_scene055_phase0.jpg,scene055.phase0,scene055,0,clutter,easy,0.358183,easy,0.403175,"rgb, depth, masks",scenes/scene055/0/rgb.tar; scenes/scene055/0/depth.tar; scenes/scene055/0/labels/masks/v1.tar,"Video-layout preview still for scene055.phase0 (clutter, easy, RPX-DS 0.358)."
images/rpx_easy_scene055_phase1.jpg,scene055.phase1,scene055,1,interaction,easy,0.426633,easy,0.403175,"rgb, depth, masks",scenes/scene055/1/rgb.tar; scenes/scene055/1/depth.tar; scenes/scene055/1/labels/masks/v1.tar,"Video-layout preview still for scene055.phase1 (interaction, easy, RPX-DS 0.427)."
images/rpx_easy_scene055_phase2.jpg,scene055.phase2,scene055,2,clean,easy,0.424708,easy,0.403175,"rgb, depth, masks",scenes/scene055/2/rgb.tar; scenes/scene055/2/depth.tar; scenes/scene055/2/labels/masks/v1.tar,"Video-layout preview still for scene055.phase2 (clean, easy, RPX-DS 0.425)."
images/rpx_easy_scene056_phase1.jpg,scene056.phase1,scene056,1,interaction,easy,0.357083,medium,0.474803,"rgb, depth, masks",scenes/scene056/1/rgb.tar; scenes/scene056/1/depth.tar; scenes/scene056/1/labels/masks/v1.tar,"Video-layout preview still for scene056.phase1 (interaction, easy, RPX-DS 0.357)."
images/rpx_easy_scene057_phase0.jpg,scene057.phase0,scene057,0,clutter,easy,0.425167,easy,0.414489,"rgb, depth, masks",scenes/scene057/0/rgb.tar; scenes/scene057/0/depth.tar; scenes/scene057/0/labels/masks/v1.tar,"Video-layout preview still for scene057.phase0 (clutter, easy, RPX-DS 0.425)."
images/rpx_easy_scene057_phase1.jpg,scene057.phase1,scene057,1,interaction,easy,0.420167,easy,0.414489,"rgb, depth, masks",scenes/scene057/1/rgb.tar; scenes/scene057/1/depth.tar; scenes/scene057/1/labels/masks/v1.tar,"Video-layout preview still for scene057.phase1 (interaction, easy, RPX-DS 0.420)."
images/rpx_easy_scene057_phase2.jpg,scene057.phase2,scene057,2,clean,easy,0.398133,easy,0.414489,"rgb, depth, masks",scenes/scene057/2/rgb.tar; scenes/scene057/2/depth.tar; scenes/scene057/2/labels/masks/v1.tar,"Video-layout preview still for scene057.phase2 (clean, easy, RPX-DS 0.398)."
images/rpx_easy_scene058_phase2.jpg,scene058.phase2,scene058,2,clean,easy,0.415233,medium,0.509889,"rgb, depth, masks",scenes/scene058/2/rgb.tar; scenes/scene058/2/depth.tar; scenes/scene058/2/labels/masks/v1.tar,"Video-layout preview still for scene058.phase2 (clean, easy, RPX-DS 0.415)."
images/rpx_easy_scene059_phase0.jpg,scene059.phase0,scene059,0,clutter,easy,0.395333,easy,0.427314,"rgb, depth, masks",scenes/scene059/0/rgb.tar; scenes/scene059/0/depth.tar; scenes/scene059/0/labels/masks/v1.tar,"Video-layout preview still for scene059.phase0 (clutter, easy, RPX-DS 0.395)."
images/rpx_easy_scene059_phase2.jpg,scene059.phase2,scene059,2,clean,easy,0.422133,easy,0.427314,"rgb, depth, masks",scenes/scene059/2/rgb.tar; scenes/scene059/2/depth.tar; scenes/scene059/2/labels/masks/v1.tar,"Video-layout preview still for scene059.phase2 (clean, easy, RPX-DS 0.422)."
images/rpx_easy_scene006_phase1.jpg,scene006.phase1,scene006,1,interaction,easy,0.415050,medium,0.489561,"rgb, depth, masks",scenes/scene006/1/rgb.tar; scenes/scene006/1/depth.tar; scenes/scene006/1/labels/masks/v1.tar,"Video-layout preview still for scene006.phase1 (interaction, easy, RPX-DS 0.415)."
images/rpx_easy_scene060_phase0.jpg,scene060.phase0,scene060,0,clutter,easy,0.405633,easy,0.418358,"rgb, depth, masks",scenes/scene060/0/rgb.tar; scenes/scene060/0/depth.tar; scenes/scene060/0/labels/masks/v1.tar,"Video-layout preview still for scene060.phase0 (clutter, easy, RPX-DS 0.406)."
images/rpx_easy_scene060_phase2.jpg,scene060.phase2,scene060,2,clean,easy,0.383633,easy,0.418358,"rgb, depth, masks",scenes/scene060/2/rgb.tar; scenes/scene060/2/depth.tar; scenes/scene060/2/labels/masks/v1.tar,"Video-layout preview still for scene060.phase2 (clean, easy, RPX-DS 0.384)."
images/rpx_easy_scene066_phase0.jpg,scene066.phase0,scene066,0,clutter,easy,0.432083,easy,0.431617,"rgb, depth, masks",scenes/scene066/0/rgb.tar; scenes/scene066/0/depth.tar; scenes/scene066/0/labels/masks/v1.tar,"Video-layout preview still for scene066.phase0 (clutter, easy, RPX-DS 0.432)."
images/rpx_easy_scene066_phase1.jpg,scene066.phase1,scene066,1,interaction,easy,0.397733,easy,0.431617,"rgb, depth, masks",scenes/scene066/1/rgb.tar; scenes/scene066/1/depth.tar; scenes/scene066/1/labels/masks/v1.tar,"Video-layout preview still for scene066.phase1 (interaction, easy, RPX-DS 0.398)."
images/rpx_easy_scene068_phase0.jpg,scene068.phase0,scene068,0,clutter,easy,0.392533,easy,0.424100,"rgb, depth, masks",scenes/scene068/0/rgb.tar; scenes/scene068/0/depth.tar; scenes/scene068/0/labels/masks/v1.tar,"Video-layout preview still for scene068.phase0 (clutter, easy, RPX-DS 0.393)."
images/rpx_easy_scene068_phase2.jpg,scene068.phase2,scene068,2,clean,easy,0.436133,easy,0.424100,"rgb, depth, masks",scenes/scene068/2/rgb.tar; scenes/scene068/2/depth.tar; scenes/scene068/2/labels/masks/v1.tar,"Video-layout preview still for scene068.phase2 (clean, easy, RPX-DS 0.436)."
images/rpx_easy_scene069_phase0.jpg,scene069.phase0,scene069,0,clutter,easy,0.415983,medium,0.465783,"rgb, depth, masks",scenes/scene069/0/rgb.tar; scenes/scene069/0/depth.tar; scenes/scene069/0/labels/masks/v1.tar,"Video-layout preview still for scene069.phase0 (clutter, easy, RPX-DS 0.416)."
images/rpx_easy_scene069_phase1.jpg,scene069.phase1,scene069,1,interaction,easy,0.422533,medium,0.465783,"rgb, depth, masks",scenes/scene069/1/rgb.tar; scenes/scene069/1/depth.tar; scenes/scene069/1/labels/masks/v1.tar,"Video-layout preview still for scene069.phase1 (interaction, easy, RPX-DS 0.423)."
images/rpx_easy_scene070_phase0.jpg,scene070.phase0,scene070,0,clutter,easy,0.413383,medium,0.512422,"rgb, depth, masks",scenes/scene070/0/rgb.tar; scenes/scene070/0/depth.tar; scenes/scene070/0/labels/masks/v1.tar,"Video-layout preview still for scene070.phase0 (clutter, easy, RPX-DS 0.413)."
images/rpx_easy_scene071_phase0.jpg,scene071.phase0,scene071,0,clutter,easy,0.438075,easy,0.383097,"rgb, depth, masks",scenes/scene071/0/rgb.tar; scenes/scene071/0/depth.tar; scenes/scene071/0/labels/masks/v1.tar,"Video-layout preview still for scene071.phase0 (clutter, easy, RPX-DS 0.438)."
images/rpx_easy_scene071_phase1.jpg,scene071.phase1,scene071,1,interaction,easy,0.381383,easy,0.383097,"rgb, depth, masks",scenes/scene071/1/rgb.tar; scenes/scene071/1/depth.tar; scenes/scene071/1/labels/masks/v1.tar,"Video-layout preview still for scene071.phase1 (interaction, easy, RPX-DS 0.381)."
images/rpx_easy_scene071_phase2.jpg,scene071.phase2,scene071,2,clean,easy,0.329833,easy,0.383097,"rgb, depth, masks",scenes/scene071/2/rgb.tar; scenes/scene071/2/depth.tar; scenes/scene071/2/labels/masks/v1.tar,"Video-layout preview still for scene071.phase2 (clean, easy, RPX-DS 0.330)."
images/rpx_easy_scene072_phase0.jpg,scene072.phase0,scene072,0,clutter,easy,0.415583,medium,0.481444,"rgb, depth, masks",scenes/scene072/0/rgb.tar; scenes/scene072/0/depth.tar; scenes/scene072/0/labels/masks/v1.tar,"Video-layout preview still for scene072.phase0 (clutter, easy, RPX-DS 0.416)."
images/rpx_easy_scene073_phase2.jpg,scene073.phase2,scene073,2,clean,easy,0.430817,easy,0.460828,"rgb, depth, masks",scenes/scene073/2/rgb.tar; scenes/scene073/2/depth.tar; scenes/scene073/2/labels/masks/v1.tar,"Video-layout preview still for scene073.phase2 (clean, easy, RPX-DS 0.431)."
images/rpx_easy_scene075_phase0.jpg,scene075.phase0,scene075,0,clutter,easy,0.324933,easy,0.368833,"rgb, depth, masks",scenes/scene075/0/rgb.tar; scenes/scene075/0/depth.tar; scenes/scene075/0/labels/masks/v1.tar,"Video-layout preview still for scene075.phase0 (clutter, easy, RPX-DS 0.325)."
images/rpx_easy_scene075_phase1.jpg,scene075.phase1,scene075,1,interaction,easy,0.372833,easy,0.368833,"rgb, depth, masks",scenes/scene075/1/rgb.tar; scenes/scene075/1/depth.tar; scenes/scene075/1/labels/masks/v1.tar,"Video-layout preview still for scene075.phase1 (interaction, easy, RPX-DS 0.373)."
images/rpx_easy_scene075_phase2.jpg,scene075.phase2,scene075,2,clean,easy,0.408733,easy,0.368833,"rgb, depth, masks",scenes/scene075/2/rgb.tar; scenes/scene075/2/depth.tar; scenes/scene075/2/labels/masks/v1.tar,"Video-layout preview still for scene075.phase2 (clean, easy, RPX-DS 0.409)."
images/rpx_easy_scene077_phase2.jpg,scene077.phase2,scene077,2,clean,easy,0.426033,medium,0.461872,"rgb, depth, masks",scenes/scene077/2/rgb.tar; scenes/scene077/2/depth.tar; scenes/scene077/2/labels/masks/v1.tar,"Video-layout preview still for scene077.phase2 (clean, easy, RPX-DS 0.426)."
images/rpx_easy_scene008_phase1.jpg,scene008.phase1,scene008,1,interaction,easy,0.331933,easy,0.432639,"rgb, depth, masks",scenes/scene008/1/rgb.tar; scenes/scene008/1/depth.tar; scenes/scene008/1/labels/masks/v1.tar,"Video-layout preview still for scene008.phase1 (interaction, easy, RPX-DS 0.332)."
images/rpx_easy_scene008_phase2.jpg,scene008.phase2,scene008,2,clean,easy,0.426333,easy,0.432639,"rgb, depth, masks",scenes/scene008/2/rgb.tar; scenes/scene008/2/depth.tar; scenes/scene008/2/labels/masks/v1.tar,"Video-layout preview still for scene008.phase2 (clean, easy, RPX-DS 0.426)."
