# schema_version=2 primary=mean_pn feature_set=v1.0 generator=rpx_benchmark.data.esd_scoring
scene_id,phase,n_frames_used,score_mean_pn,score_median_pn,score_max_pn,percentile_mean_pn,percentile_median_pn,percentile_max_pn,tier_mean_pn,tier_median_pn,tier_max_pn,score,percentile,tier,consensus_tier,confidence,weight_flip_rate,cat_annotation_effort,cat_scene_complexity,cat_occlusion,cat_depth_quality,cat_photometric_conflict,cat_temporal_stability,cat_camera_motion,cat_fisheye_stereo
scene11.ecss.4f.sofa,2,250,0.3500333333333333,0.3566666666666667,0.9766666666666667,0.056666666666666664,0.18,0.6133333333333333,easy,easy,medium,0.3500333333333333,0.056666666666666664,easy,easy,high,0.099,0.16333333333333333,0.5722222222222223,0.18000000000000002,0.4033333333333333,0.3783333333333333,0.3055555555555555,0.6093333333333334,0.3433333333333333
scene12.ecss.4f.sofa,0,250,0.6357583333333334,0.56,0.99,0.9266666666666666,0.62,0.7633333333333333,hard,medium,hard,0.6357583333333334,0.9266666666666666,hard,hard,medium,0.377,0.9458333333333333,0.44722222222222224,0.85,0.23583333333333334,0.42000000000000004,0.4305555555555555,0.842,0.42666666666666664
scene12.ecss.4f.sofa,1,250,0.2865833333333333,0.22666666666666666,0.8266666666666667,0.01,0.01,0.05,easy,easy,easy,0.2865833333333333,0.01,easy,easy,high,0.0,0.16333333333333333,0.5722222222222223,0.37222222222222223,0.25,0.5183333333333333,0.3216666666666667,0.144,0.32733333333333337
scene12.ecss.4f.sofa,2,250,0.34578333333333333,0.31666666666666665,0.96,0.05,0.13,0.4533333333333333,easy,easy,medium,0.34578333333333333,0.05,easy,easy,high,0.07,0.16333333333333333,0.5722222222222223,0.49499999999999994,0.2766666666666667,0.29833333333333334,0.19999999999999998,0.5966666666666667,0.3353333333333333
scene13.ecss.4f.sofa,0,250,0.49626666666666663,0.29333333333333333,0.9633333333333334,0.4666666666666667,0.09333333333333334,0.49666666666666665,medium,easy,medium,0.49626666666666663,0.4666666666666667,medium,medium,medium,0.271,0.7716666666666667,0.5722222222222223,0.7261111111111113,0.18166666666666667,0.39333333333333337,0.21222222222222223,0.4873333333333333,0.326
scene13.ecss.4f.sofa,1,250,0.47288333333333327,0.32,0.9233333333333333,0.4166666666666667,0.14,0.23333333333333334,medium,easy,easy,0.47288333333333327,0.4166666666666667,medium,easy,medium,0.232,0.6883333333333332,0.365,0.2877777777777778,0.3416666666666667,0.58,0.773888888888889,0.20666666666666664,0.4373333333333333
scene13.ecss.4f.sofa,2,250,0.3755333333333333,0.36333333333333334,0.9933333333333333,0.10666666666666667,0.19,0.8166666666666667,easy,easy,hard,0.3755333333333333,0.10666666666666667,easy,easy,medium,0.227,0.16333333333333333,0.5722222222222223,0.21333333333333335,0.4408333333333333,0.56,0.26,0.6200000000000001,0.4073333333333333
scene14.ecss.4f.sofa,0,250,0.601375,0.5966666666666667,0.98,0.8233333333333334,0.74,0.6433333333333333,hard,hard,medium,0.601375,0.8233333333333334,hard,hard,medium,0.4,0.7825,0.5722222222222223,0.8916666666666666,0.26416666666666666,0.455,0.19777777777777775,0.8913333333333334,0.42333333333333334
scene14.ecss.4f.sofa,1,250,0.4925,0.5633333333333334,0.95,0.45666666666666667,0.6233333333333333,0.37666666666666665,medium,medium,medium,0.4925,0.45666666666666667,medium,medium,medium,0.447,0.675,0.37999999999999995,0.6627777777777778,0.37083333333333335,0.5833333333333334,0.831111111111111,0.041999999999999996,0.4619999999999999
scene14.ecss.4f.sofa,2,250,0.41688333333333333,0.4633333333333333,0.9833333333333333,0.22333333333333333,0.4166666666666667,0.68,easy,medium,hard,0.41688333333333333,0.22333333333333333,easy,easy,medium,0.445,0.16333333333333333,0.5722222222222223,0.4594444444444445,0.3391666666666666,0.44666666666666666,0.32888888888888884,0.8333333333333334,0.4073333333333333
scene15.ecss.4f.sofa,0,250,0.2867333333333333,0.20333333333333334,0.9566666666666667,0.013333333333333334,0.006666666666666667,0.42333333333333334,easy,easy,medium,0.2867333333333333,0.013333333333333334,easy,easy,high,0.007,0.16333333333333333,0.5722222222222223,0.4688888888888889,0.10083333333333334,0.065,0.19666666666666666,0.454,0.336
scene15.ecss.4f.sofa,1,250,0.3511333333333333,0.4033333333333333,0.87,0.06333333333333334,0.2833333333333333,0.09666666666666666,easy,easy,easy,0.3511333333333333,0.06333333333333334,easy,easy,medium,0.106,0.16333333333333333,0.4672222222222222,0.5383333333333334,0.33749999999999997,0.8200000000000001,0.59,0.06466666666666666,0.44866666666666666
scene15.ecss.4f.sofa,2,250,0.3807333333333333,0.2866666666666667,0.97,0.12333333333333334,0.08333333333333333,0.54,easy,easy,medium,0.3807333333333333,0.12333333333333334,easy,easy,medium,0.289,0.16333333333333333,0.5722222222222223,0.2288888888888889,0.32999999999999996,0.46499999999999997,0.26666666666666666,0.752,0.42333333333333334
scene16.SU.CHECKERBOARD,0,250,0.5958583333333333,0.55,0.9733333333333334,0.8133333333333334,0.6033333333333334,0.57,hard,medium,medium,0.5958583333333333,0.8133333333333334,hard,medium,medium,0.133,0.5858333333333333,0.5722222222222223,0.9644444444444445,0.5325,0.61,0.3122222222222222,0.6866666666666668,0.53
scene16.SU.CHECKERBOARD,1,250,0.5927333333333333,0.6933333333333334,0.97,0.78,0.9333333333333333,0.5433333333333333,hard,hard,medium,0.5927333333333333,0.78,hard,hard,medium,0.425,0.7633333333333333,0.3377777777777778,0.7633333333333333,0.6716666666666666,0.7483333333333333,0.8777777777777778,0.12533333333333335,0.53
scene16.SU.CHECKERBOARD,2,250,0.4402333333333333,0.5666666666666667,0.9133333333333333,0.32666666666666666,0.63,0.18333333333333332,easy,medium,easy,0.4402333333333333,0.32666666666666666,easy,easy,medium,0.363,0.16333333333333333,0.5722222222222223,0.1511111111111111,0.7516666666666667,0.6833333333333333,0.4055555555555555,0.5959999999999999,0.5146666666666666
scene17.SU.CHECKERBOARD,0,250,0.5990333333333334,0.6333333333333333,0.9233333333333333,0.82,0.8233333333333334,0.23666666666666666,hard,hard,easy,0.5990333333333334,0.82,hard,hard,medium,0.214,0.6583333333333333,0.34833333333333333,0.7772222222222224,0.5333333333333333,0.475,0.8238888888888889,0.6133333333333333,0.4966666666666667
scene17.SU.CHECKERBOARD,1,250,0.3789333333333333,0.37333333333333335,0.8733333333333333,0.11333333333333333,0.22,0.1,easy,easy,easy,0.3789333333333333,0.11333333333333333,easy,easy,medium,0.221,0.16333333333333333,0.5722222222222223,0.32222222222222224,0.7133333333333333,0.6583333333333333,0.3522222222222222,0.15866666666666668,0.5133333333333334
scene17.SU.CHECKERBOARD,2,250,0.6117999999999999,0.7033333333333334,0.9133333333333333,0.8666666666666667,0.9533333333333334,0.18666666666666668,hard,hard,easy,0.6117999999999999,0.8666666666666667,hard,hard,medium,0.198,0.6950000000000001,0.36000000000000004,0.19666666666666666,0.8066666666666666,0.6383333333333333,0.7594444444444445,0.704,0.526
scene18.su.CHECKERBOARD,0,250,0.5849000000000001,0.65,0.92,0.75,0.8633333333333333,0.22333333333333333,hard,hard,easy,0.5849000000000001,0.75,hard,hard,medium,0.235,0.6,0.3377777777777778,0.8211111111111111,0.5791666666666667,0.7783333333333333,0.3277777777777777,0.698,0.5346666666666666
scene18.su.CHECKERBOARD,1,250,0.6398166666666667,0.6866666666666666,1.0,0.9366666666666666,0.91,0.9466666666666667,hard,hard,hard,0.6398166666666667,0.9366666666666666,hard,hard,medium,0.124,0.7916666666666666,0.335,0.6244444444444445,0.7808333333333333,0.835,0.846111111111111,0.3506666666666667,0.5533333333333333
scene18.su.CHECKERBOARD,2,250,0.6542749999999999,0.7466666666666667,0.9533333333333334,0.9666666666666667,0.98,0.4,hard,hard,medium,0.6542749999999999,0.9666666666666667,hard,hard,high,0.071,0.7825,0.32555555555555554,0.3711111111111111,0.8225,0.8033333333333333,0.8738888888888888,0.5833333333333334,0.5526666666666668
scene19.su.CHECKERBOARD,0,250,0.4341833333333333,0.59,0.97,0.30666666666666664,0.6966666666666667,0.5466666666666666,easy,hard,medium,0.4341833333333333,0.30666666666666664,easy,easy,medium,0.282,0.16333333333333333,0.5722222222222223,0.6216666666666667,0.5650000000000001,0.7083333333333333,0.36777777777777776,0.45400000000000007,0.496
scene19.su.CHECKERBOARD,1,250,0.5895833333333333,0.5916666666666667,0.9633333333333334,0.7633333333333333,0.7066666666666667,0.5,hard,hard,medium,0.5895833333333333,0.7633333333333333,hard,hard,medium,0.476,0.8333333333333334,0.41333333333333333,0.5394444444444444,0.7058333333333333,0.65,0.6944444444444445,0.1786666666666667,0.55
scene19.su.CHECKERBOARD,2,250,0.647475,0.7133333333333334,0.9,0.9533333333333334,0.97,0.15666666666666668,hard,hard,easy,0.647475,0.9533333333333334,hard,hard,high,0.052,0.7575000000000001,0.5722222222222223,0.31555555555555553,0.7875,0.8783333333333333,0.4711111111111111,0.7453333333333333,0.512
scene2.library.fountain,0,250,0.6586083333333334,0.7033333333333334,0.99,0.9733333333333334,0.9566666666666667,0.7666666666666667,hard,hard,hard,0.6586083333333334,0.9733333333333334,hard,hard,medium,0.238,0.9458333333333333,0.45388888888888895,0.7972222222222222,0.2366666666666667,0.185,0.5772222222222222,0.8586666666666666,0.5953333333333333
scene2.library.fountain,1,250,0.6376833333333333,0.53,0.9966666666666667,0.9333333333333333,0.5566666666666666,0.8633333333333333,hard,medium,hard,0.6376833333333333,0.9333333333333333,hard,hard,medium,0.383,0.9383333333333334,0.375,0.4055555555555556,0.5416666666666667,0.465,0.8083333333333332,0.48599999999999993,0.6286666666666666
scene2.library.fountain,2,250,0.5862166666666667,0.44333333333333336,0.9566666666666667,0.7533333333333333,0.3933333333333333,0.4266666666666667,hard,medium,medium,0.5862166666666667,0.7533333333333333,hard,medium,medium,0.498,0.9366666666666668,0.4511111111111111,0.11222222222222222,0.31166666666666665,0.11333333333333334,0.7372222222222221,0.6553333333333333,0.6166666666666667
scene20.su.CHECKERBOARD,0,250,0.6191666666666666,0.4633333333333333,1.0,0.88,0.42,0.95,hard,medium,hard,0.6191666666666666,0.88,hard,hard,medium,0.468,0.9716666666666667,0.5722222222222223,0.7572222222222221,0.41500000000000004,0.6833333333333333,0.49,0.2866666666666667,0.5246666666666666
scene20.su.CHECKERBOARD,1,250,0.6358,0.49,0.9966666666666667,0.93,0.47333333333333333,0.8666666666666667,hard,medium,hard,0.6358,0.93,hard,hard,medium,0.436,0.97,0.4083333333333334,0.40444444444444444,0.63,0.6616666666666666,0.8027777777777777,0.33266666666666667,0.5513333333333333
scene20.su.CHECKERBOARD,2,250,0.6756166666666666,0.65,0.9733333333333334,0.9833333333333333,0.8666666666666667,0.5733333333333334,hard,hard,medium,0.6756166666666666,0.9833333333333333,hard,hard,medium,0.105,0.9416666666666667,0.3861111111111111,0.23777777777777778,0.7425,0.8433333333333334,0.8505555555555556,0.5800000000000001,0.5386666666666666
scene21.jo.4f,0,250,0.5527333333333333,0.4033333333333333,0.9933333333333333,0.6466666666666666,0.2866666666666667,0.82,medium,easy,hard,0.5527333333333333,0.6466666666666666,medium,easy,medium,0.452,0.9683333333333333,0.4672222222222222,0.8305555555555556,0.20166666666666666,0.1,0.45388888888888895,0.4053333333333334,0.4133333333333333
scene21.jo.4f,1,250,0.43192499999999995,0.2633333333333333,0.9666666666666667,0.29,0.023333333333333334,0.5166666666666667,easy,easy,medium,0.43192499999999995,0.29,easy,easy,high,0.061,0.7175,0.4183333333333333,0.2622222222222222,0.25,0.3516666666666666,0.5866666666666666,0.054000000000000006,0.5286666666666667
scene21.jo.4f,2,250,0.46038333333333326,0.29,0.9433333333333334,0.37,0.08666666666666667,0.32,medium,easy,easy,0.46038333333333326,0.37,medium,easy,high,0.036,0.8483333333333334,0.5722222222222223,0.21555555555555553,0.2675,0.11333333333333333,0.1922222222222222,0.36733333333333335,0.4406666666666667
scene22.jo.4f,0,250,0.3017333333333333,0.22833333333333333,0.9533333333333334,0.02,0.013333333333333334,0.4033333333333333,easy,easy,medium,0.3017333333333333,0.02,easy,easy,high,0.012,0.16333333333333333,0.5722222222222223,0.4611111111111111,0.2375,0.14833333333333332,0.17444444444444443,0.35333333333333333,0.41200000000000003
scene22.jo.4f,1,250,0.29198333333333326,0.16333333333333333,0.9966666666666667,0.016666666666666666,0.0033333333333333335,0.87,easy,easy,hard,0.29198333333333326,0.016666666666666666,easy,easy,high,0.018,0.16333333333333333,0.3838888888888889,0.2633333333333333,0.17666666666666664,0.29666666666666663,0.5722222222222222,0.16,0.5226666666666666
scene22.jo.4f,2,250,0.28173333333333334,0.22833333333333333,0.8766666666666667,0.006666666666666667,0.016666666666666666,0.11,easy,easy,easy,0.28173333333333334,0.006666666666666667,easy,easy,high,0.0,0.16333333333333333,0.5722222222222223,0.09444444444444444,0.35250000000000004,0.1,0.20222222222222222,0.32,0.4426666666666666
scene23.jo.4f,0,250,0.48018333333333324,0.35333333333333333,0.96,0.44,0.17333333333333334,0.45666666666666667,medium,easy,medium,0.48018333333333324,0.44,medium,medium,medium,0.352,0.6533333333333333,0.48222222222222216,0.9172222222222222,0.2708333333333333,0.11666666666666667,0.5522222222222223,0.25666666666666665,0.4213333333333334
scene23.jo.4f,1,250,0.35945000000000005,0.2633333333333333,1.0,0.08333333333333333,0.02666666666666667,0.9533333333333334,easy,easy,hard,0.35945000000000005,0.08333333333333333,easy,easy,high,0.018,0.46499999999999997,0.40777777777777774,0.27888888888888885,0.2875,0.2916666666666667,0.48444444444444446,0.05533333333333333,0.5166666666666666
scene23.jo.4f,2,250,0.4234083333333332,0.34,0.9466666666666667,0.24333333333333335,0.16,0.3566666666666667,easy,easy,medium,0.4234083333333332,0.24333333333333335,easy,easy,high,0.038,0.6408333333333334,0.44722222222222224,0.32111111111111107,0.28750000000000003,0.09833333333333333,0.5016666666666666,0.27666666666666667,0.44666666666666666
scene24.jo.4f,0,250,0.46590000000000004,0.285,0.9933333333333333,0.39,0.04666666666666667,0.8233333333333334,medium,easy,hard,0.46590000000000004,0.39,medium,easy,medium,0.146,0.725,0.5722222222222223,0.6216666666666667,0.31916666666666665,0.16333333333333333,0.1988888888888889,0.3326666666666667,0.4086666666666667
scene24.jo.4f,1,250,0.31813333333333327,0.2633333333333333,0.9866666666666667,0.023333333333333334,0.03,0.73,easy,easy,hard,0.31813333333333327,0.023333333333333334,easy,easy,high,0.025,0.16333333333333333,0.4361111111111111,0.20222222222222222,0.40166666666666667,0.3416666666666667,0.48611111111111116,0.182,0.534
scene24.jo.4f,2,250,0.45225,0.2633333333333333,0.98,0.3433333333333333,0.03333333333333333,0.6466666666666666,medium,easy,medium,0.45225,0.3433333333333333,medium,medium,high,0.061,0.76,0.3838888888888889,0.1322222222222222,0.43083333333333335,0.16666666666666666,0.5144444444444444,0.28733333333333333,0.43133333333333335
scene25.jo.4f,0,250,0.528975,0.4166666666666667,1.0,0.5633333333333334,0.3333333333333333,0.9566666666666667,medium,easy,hard,0.528975,0.5633333333333334,medium,easy,medium,0.481,0.8325,0.31,0.6361111111111111,0.37,0.2733333333333333,0.8111111111111112,0.312,0.36733333333333335
scene25.jo.4f,1,250,0.42824166666666663,0.31,0.96,0.27666666666666667,0.12333333333333334,0.46,easy,easy,medium,0.42824166666666663,0.27666666666666667,easy,easy,medium,0.196,0.5291666666666667,0.3622222222222222,0.2922222222222222,0.41000000000000003,0.42833333333333334,0.7861111111111111,0.062,0.5473333333333332
scene25.jo.4f,2,250,0.44331666666666664,0.32,0.9433333333333334,0.3333333333333333,0.14333333333333334,0.3233333333333333,easy,easy,easy,0.44331666666666664,0.3333333333333333,easy,easy,high,0.041,0.7666666666666666,0.3877777777777778,0.1988888888888889,0.36333333333333334,0.335,0.5061111111111111,0.21733333333333338,0.38
scene26.gaming2.JUMBOTRONSTAGE,0,250,0.5087333333333334,0.5833333333333334,0.9566666666666667,0.5133333333333333,0.6733333333333333,0.43,medium,hard,medium,0.5087333333333334,0.5133333333333333,medium,medium,medium,0.187,0.16333333333333333,0.5722222222222223,0.47222222222222215,0.665,0.7633333333333333,0.3822222222222222,0.8846666666666667,0.5413333333333333
scene26.gaming2.JUMBOTRONSTAGE,1,250,0.3679333333333333,0.3233333333333333,0.9,0.09666666666666666,0.14666666666666667,0.16,easy,easy,easy,0.3679333333333333,0.09666666666666666,easy,easy,medium,0.204,0.16333333333333333,0.5722222222222223,0.31222222222222223,0.8316666666666668,0.6,0.1844444444444444,0.04,0.594
scene26.gaming2.JUMBOTRONSTAGE,2,250,0.4934333333333333,0.61,0.9466666666666667,0.46,0.7666666666666667,0.36,medium,hard,medium,0.4934333333333333,0.46,medium,medium,medium,0.325,0.16333333333333333,0.5722222222222223,0.13444444444444445,0.8925000000000001,0.8516666666666667,0.43111111111111106,0.712,0.568
scene27.gaming2.JUMBOTRONSTAGE,0,250,0.6427833333333333,0.6966666666666667,0.92,0.9433333333333334,0.94,0.22666666666666666,hard,hard,easy,0.6427833333333333,0.9433333333333334,hard,hard,high,0.019,0.7033333333333334,0.5722222222222223,0.6861111111111112,0.6708333333333334,0.735,0.3633333333333333,0.7773333333333333,0.532
scene27.gaming2.JUMBOTRONSTAGE,1,250,0.3943333333333333,0.34,1.0,0.15,0.16333333333333333,0.96,easy,easy,hard,0.3943333333333333,0.15,easy,easy,medium,0.393,0.16333333333333333,0.5722222222222223,0.3066666666666667,0.9375,0.8366666666666667,0.18555555555555556,0.022666666666666665,0.6106666666666667
scene27.gaming2.JUMBOTRONSTAGE,2,250,0.5948916666666667,0.6833333333333333,0.9633333333333334,0.8,0.9066666666666666,0.5033333333333333,hard,hard,medium,0.5948916666666667,0.8,hard,hard,medium,0.135,0.5591666666666666,0.5722222222222223,0.18666666666666668,0.8108333333333334,0.8483333333333334,0.4444444444444444,0.74,0.584
scene28.gaming2.JUMBOTRONSTAGE,0,250,0.563925,0.6033333333333334,0.9333333333333333,0.6933333333333334,0.75,0.27,hard,hard,easy,0.563925,0.6933333333333334,hard,hard,medium,0.263,0.5275,0.5722222222222223,0.6405555555555557,0.6125,0.5549999999999999,0.4344444444444444,0.6740000000000002,0.506
scene28.gaming2.JUMBOTRONSTAGE,1,250,0.38213333333333327,0.31333333333333335,0.9733333333333334,0.13,0.12666666666666668,0.5766666666666667,easy,easy,medium,0.38213333333333327,0.13,easy,easy,medium,0.289,0.16333333333333333,0.5722222222222223,0.28111111111111114,0.8641666666666666,0.775,0.33111111111111113,0.015333333333333334,0.5479999999999999
scene28.gaming2.JUMBOTRONSTAGE,2,250,0.5542916666666667,0.5666666666666667,0.94,0.6533333333333333,0.6333333333333333,0.30333333333333334,medium,medium,easy,0.5542916666666667,0.6533333333333333,medium,medium,medium,0.424,0.5491666666666667,0.5722222222222223,0.24111111111111108,0.7166666666666666,0.5983333333333334,0.4844444444444444,0.678,0.5106666666666666
scene29.gaming2.JUMBOTRONSTAGE,0,250,0.4350333333333333,0.5433333333333333,0.7866666666666666,0.31,0.58,0.023333333333333334,easy,medium,easy,0.4350333333333333,0.31,easy,easy,medium,0.23,0.16333333333333333,0.5722222222222223,0.41,0.5858333333333333,0.6066666666666667,0.4288888888888889,0.6066666666666667,0.4633333333333334
scene29.gaming2.JUMBOTRONSTAGE,1,250,0.33953333333333335,0.2633333333333333,0.9233333333333333,0.043333333333333335,0.03666666666666667,0.24,easy,easy,easy,0.33953333333333335,0.043333333333333335,easy,easy,medium,0.101,0.16333333333333333,0.5722222222222223,0.15777777777777777,0.8025000000000001,0.54,0.20555555555555557,0.02533333333333333,0.5466666666666666
scene29.gaming2.JUMBOTRONSTAGE,2,250,0.4644333333333333,0.6,0.96,0.37666666666666665,0.7433333333333333,0.4633333333333333,medium,hard,medium,0.4644333333333333,0.37666666666666665,medium,medium,medium,0.424,0.16333333333333333,0.5722222222222223,0.1822222222222222,0.7,0.6283333333333334,0.49111111111111105,0.7613333333333333,0.504
scene3.library.fountain,0,250,0.5515666666666666,0.66,0.9833333333333333,0.63,0.8833333333333333,0.6833333333333333,medium,hard,hard,0.5515666666666666,0.63,medium,hard,medium,0.48,0.7416666666666667,0.5722222222222223,0.695,0.16666666666666669,0.085,0.17555555555555555,0.8093333333333333,0.5986666666666667
scene3.library.fountain,1,250,0.5897833333333332,0.43,0.9433333333333334,0.7666666666666667,0.3566666666666667,0.32666666666666666,hard,medium,easy,0.5897833333333332,0.7666666666666667,hard,easy,medium,0.378,0.9283333333333333,0.44722222222222224,0.4533333333333333,0.37166666666666665,0.3733333333333333,0.6561111111111111,0.39333333333333337,0.6106666666666667
scene3.library.fountain,2,250,0.5687916666666667,0.51,0.95,0.72,0.5166666666666667,0.38,hard,medium,medium,0.5687916666666667,0.72,hard,medium,medium,0.461,0.8591666666666666,0.5722222222222223,0.12,0.3983333333333333,0.10833333333333334,0.2922222222222222,0.7753333333333333,0.632
scene30.gaming2.JUMBOTRONSTAGE,0,250,0.4621833333333333,0.5666666666666667,0.83,0.37333333333333335,0.6366666666666667,0.056666666666666664,medium,medium,easy,0.4621833333333333,0.37333333333333335,medium,medium,medium,0.352,0.16333333333333333,0.5722222222222223,0.6227777777777778,0.6383333333333334,0.5516666666666666,0.3622222222222222,0.61,0.5333333333333334
scene30.gaming2.JUMBOTRONSTAGE,1,250,0.3562333333333333,0.285,0.95,0.07,0.05,0.38333333333333336,easy,easy,medium,0.3562333333333333,0.07,easy,easy,medium,0.148,0.16333333333333333,0.5722222222222223,0.17333333333333334,0.76,0.6283333333333333,0.35333333333333333,0.10466666666666666,0.4793333333333333
scene30.gaming2.JUMBOTRONSTAGE,2,250,0.4804333333333333,0.6166666666666667,0.9466666666666667,0.44333333333333336,0.79,0.36333333333333334,medium,hard,medium,0.4804333333333333,0.44333333333333336,medium,medium,medium,0.425,0.16333333333333333,0.4083333333333334,0.12777777777777777,0.8008333333333333,0.6616666666666666,0.755,0.704,0.5466666666666666
scene31.ecss.3f.sofaNchairs,0,250,0.4003333333333334,0.38333333333333336,0.94,0.16333333333333333,0.24,0.30666666666666664,easy,easy,easy,0.4003333333333334,0.16333333333333333,easy,easy,medium,0.474,0.16333333333333333,0.5722222222222223,0.8044444444444444,0.19083333333333333,0.3583333333333333,0.41777777777777775,0.8473333333333333,0.17666666666666667
scene31.ecss.3f.sofaNchairs,1,250,0.33228333333333326,0.2966666666666667,0.7933333333333333,0.03666666666666667,0.10666666666666667,0.03,easy,easy,easy,0.33228333333333326,0.03666666666666667,easy,easy,high,0.012,0.16333333333333333,0.5722222222222223,0.5894444444444445,0.4083333333333334,0.48,0.4766666666666666,0.2553333333333333,0.186
scene31.ecss.3f.sofaNchairs,2,250,0.3570333333333333,0.29333333333333333,0.91,0.07333333333333333,0.09666666666666666,0.17333333333333334,easy,easy,easy,0.3570333333333333,0.07333333333333333,easy,easy,high,0.095,0.16333333333333333,0.5722222222222223,0.27999999999999997,0.37999999999999995,0.4166666666666667,0.3533333333333333,0.7653333333333333,0.14866666666666667
scene32.ecss.3f.sofaNchairs,0,250,0.3633833333333333,0.36333333333333334,0.875,0.09,0.19333333333333333,0.10333333333333333,easy,easy,easy,0.3633833333333333,0.09,easy,easy,medium,0.155,0.16333333333333333,0.5722222222222223,0.8194444444444445,0.19416666666666668,0.41000000000000003,0.30666666666666664,0.6246666666666666,0.1873333333333333
scene32.ecss.3f.sofaNchairs,1,250,0.42373333333333335,0.38333333333333336,0.7183333333333334,0.24666666666666667,0.24333333333333335,0.0033333333333333335,easy,easy,easy,0.42373333333333335,0.24666666666666667,easy,easy,high,0.038,0.5633333333333334,0.5722222222222223,0.45444444444444443,0.38666666666666666,0.41833333333333333,0.35555555555555557,0.41400000000000003,0.16599999999999998
