row,scene_id,phase,mahalanobis_dist,multivariate_outlier,cluster_outlier_methods,cluster_outlier_count
52,scene24.jo.4f,1,5.0717465921249145,False,dbscan,1
53,scene24.jo.4f,2,5.931433103877886,False,dbscan,1
54,scene25.jo.4f,0,5.804503541181217,False,"kmeans8,dbscan",2
55,scene25.jo.4f,1,5.596604134340887,False,dbscan,1
56,scene25.jo.4f,2,5.121794358702651,False,dbscan,1
57,scene26.gaming2.JUMBOTRONSTAGE,0,5.376536711320325,False,dbscan,1
58,scene26.gaming2.JUMBOTRONSTAGE,1,4.967246241524901,False,dbscan,1
59,scene26.gaming2.JUMBOTRONSTAGE,2,3.9323620263481955,False,dbscan,1
60,scene27.gaming2.JUMBOTRONSTAGE,0,4.333615138409943,False,dbscan,1
61,scene27.gaming2.JUMBOTRONSTAGE,1,4.744077889617561,False,dbscan,1
62,scene27.gaming2.JUMBOTRONSTAGE,2,4.803758456472726,False,dbscan,1
63,scene28.gaming2.JUMBOTRONSTAGE,0,5.357006076145605,False,dbscan,1
64,scene28.gaming2.JUMBOTRONSTAGE,1,4.859082707767441,False,dbscan,1
65,scene28.gaming2.JUMBOTRONSTAGE,2,5.505206692361109,False,dbscan,1
66,scene29.gaming2.JUMBOTRONSTAGE,0,4.256814111830733,False,dbscan,1
67,scene29.gaming2.JUMBOTRONSTAGE,1,5.848481028588849,False,dbscan,1
68,scene29.gaming2.JUMBOTRONSTAGE,2,4.391403260609343,False,dbscan,1
69,scene3.library.fountain,0,5.218641651480197,False,dbscan,1
70,scene3.library.fountain,1,4.574332443140286,False,dbscan,1
71,scene3.library.fountain,2,5.043850957929279,False,dbscan,1
72,scene30.gaming2.JUMBOTRONSTAGE,0,3.901654271784464,False,dbscan,1
73,scene30.gaming2.JUMBOTRONSTAGE,1,5.685489848108488,False,dbscan,1
74,scene30.gaming2.JUMBOTRONSTAGE,2,5.567224685869128,False,dbscan,1
75,scene31.ecss.3f.sofaNchairs,0,4.703852459781297,False,dbscan,1
76,scene31.ecss.3f.sofaNchairs,1,4.613771732164636,False,dbscan,1
77,scene31.ecss.3f.sofaNchairs,2,4.169797525469891,False,dbscan,1
78,scene32.ecss.3f.sofaNchairs,0,4.606886496546949,False,dbscan,1
79,scene32.ecss.3f.sofaNchairs,1,5.714655486858643,False,dbscan,1
80,scene32.ecss.3f.sofaNchairs,2,4.949717576296337,False,dbscan,1
81,scene33.ecss.3f.sofaNchairs,0,5.23394300285438,False,dbscan,1
82,scene33.ecss.3f.sofaNchairs,1,5.66274923740081,False,dbscan,1
83,scene33.ecss.3f.sofaNchairs,2,6.436663493768632,False,dbscan,1
84,scene34.ecss.3f.sofaNchairs,0,4.243856036798564,False,dbscan,1
85,scene34.ecss.3f.sofaNchairs,1,5.35103778275911,False,dbscan,1
86,scene34.ecss.3f.sofaNchairs,2,4.683496016949604,False,dbscan,1
87,scene35.ecss.3f.sofaNchairs,0,3.7687929245497362,False,dbscan,1
88,scene35.ecss.3f.sofaNchairs,1,4.980561426227344,False,dbscan,1
89,scene35.ecss.3f.sofaNchairs,2,4.838962648076011,False,dbscan,1
90,scene36.jo.4f,0,4.455339593093036,False,dbscan,1
91,scene36.jo.4f,1,5.794767832560355,False,dbscan,1
92,scene36.jo.4f,2,7.863798292025798,True,dbscan,1
93,scene37.jo.4f,0,5.421674230954256,False,dbscan,1
94,scene37.jo.4f,1,5.457840155096973,False,dbscan,1
95,scene37.jo.4f,2,4.2891481143018195,False,dbscan,1
96,scene38.jo.4f,0,5.004309123351011,False,dbscan,1
97,scene38.jo.4f,1,4.6903908037320585,False,dbscan,1
98,scene38.jo.4f,2,4.733859529402424,False,dbscan,1
99,scene39.jo.4f,0,5.54098854297904,False,"kmeans8,dbscan",2
100,scene39.jo.4f,1,4.743352705982018,False,dbscan,1
101,scene39.jo.4f,2,5.12487128191051,False,dbscan,1
102,scene4.library.fountain,0,4.704451101632499,False,dbscan,1
103,scene4.library.fountain,1,5.348660883324047,False,dbscan,1
104,scene4.library.fountain,2,4.568055004945246,False,dbscan,1
105,scene40.jo.4f,0,5.046488454545144,False,dbscan,1
106,scene40.jo.4f,1,4.229016089126879,False,dbscan,1
107,scene40.jo.4f,2,4.705556878563615,False,dbscan,1
108,scene41.gh.out,0,5.038831808171351,False,dbscan,1
109,scene41.gh.out,1,4.465851515051114,False,dbscan,1
110,scene41.gh.out,2,4.830836304363963,False,dbscan,1
111,scene42.gh.out,0,4.065359645088783,False,dbscan,1
112,scene42.gh.out,1,5.575365112374038,False,dbscan,1
113,scene42.gh.out,2,7.68738136857188,True,dbscan,1
114,scene43.gh.out,0,5.4165665339115066,False,dbscan,1
115,scene43.gh.out,1,4.7963232142756835,False,dbscan,1
116,scene43.gh.out,2,5.247051566214304,False,dbscan,1
117,scene44.gh.out,0,4.61165386113464,False,dbscan,1
118,scene44.gh.out,1,4.551471227103951,False,dbscan,1
119,scene44.gh.out,2,4.674083186502866,False,dbscan,1
120,scene45.gh.out,0,5.623284745135953,False,dbscan,1
121,scene45.gh.out,1,4.179992654371881,False,dbscan,1
122,scene45.gh.out,2,4.251641878607376,False,dbscan,1
123,scene46.ecss.out.stairs,0,4.8967340507923645,False,dbscan,1
124,scene46.ecss.out.stairs,1,4.7839843751075914,False,dbscan,1
125,scene46.ecss.out.stairs,2,5.19953647978894,False,dbscan,1
126,scene47.ecss.out.stairs,0,5.484560959176986,False,dbscan,1
127,scene47.ecss.out.stairs,1,4.300751179070356,False,dbscan,1
128,scene47.ecss.out.stairs,2,5.168722930371113,False,dbscan,1
129,scene48.ecss.out.stairs,0,5.332775785733991,False,dbscan,1
130,scene48.ecss.out.stairs,1,5.350455197554383,False,dbscan,1
131,scene48.ecss.out.stairs,2,4.094700759265704,False,dbscan,1
132,scene49.ecss.out.stairs,0,4.981782870689207,False,dbscan,1
133,scene49.ecss.out.stairs,1,4.712886285755207,False,dbscan,1
134,scene49.ecss.out.stairs,2,5.587554370122438,False,dbscan,1
135,scene5.library.fountain,0,6.286735204132699,False,dbscan,1
136,scene5.library.fountain,1,5.542450934280147,False,dbscan,1
137,scene5.library.fountain,2,7.504938926389278,True,dbscan,1
138,scene50.ecss.out.stairs,0,4.869589999449763,False,dbscan,1
139,scene50.ecss.out.stairs,1,5.515562856259351,False,dbscan,1
140,scene50.ecss.out.stairs,2,4.886975968301152,False,dbscan,1
141,scene51.TENNISCOURTS.Ground,0,5.628193374745543,False,dbscan,1
142,scene51.TENNISCOURTS.Ground,1,5.286635004480478,False,dbscan,1
143,scene51.TENNISCOURTS.Ground,2,4.729788025941765,False,dbscan,1
144,scene52.TENNISCOURTS.Ground,0,6.037212085333613,False,dbscan,1
145,scene52.TENNISCOURTS.Ground,1,6.1973107707305175,False,dbscan,1
146,scene52.TENNISCOURTS.Ground,2,5.9559795589535405,False,dbscan,1
147,scene53.TENNISCOURTS.Ground,0,5.965852257040256,False,dbscan,1
148,scene53.TENNISCOURTS.Ground,1,6.422618760153924,False,dbscan,1
149,scene53.TENNISCOURTS.Ground,2,5.414678030869314,False,dbscan,1
150,scene54.TENNISCOURTS.Ground,0,4.87099612960459,False,dbscan,1
151,scene54.TENNISCOURTS.Ground,1,4.741786076909941,False,dbscan,1
152,scene54.TENNISCOURTS.Ground,2,5.48442298281631,False,dbscan,1
153,scene55.TENNISCOURTS.Ground,0,6.268206218688907,False,dbscan,1
154,scene55.TENNISCOURTS.Ground,1,5.829669907253796,False,dbscan,1
155,scene55.TENNISCOURTS.Ground,2,5.147480064946478,False,dbscan,1
156,scene56.jsom.atrium,0,5.685663814844556,False,dbscan,1
157,scene56.jsom.atrium,1,4.692171554808083,False,dbscan,1
158,scene56.jsom.atrium,2,6.0275341365295345,False,dbscan,1
159,scene57.jsom.atrium,0,4.61197453962953,False,dbscan,1
160,scene57.jsom.atrium,1,5.3103058631195585,False,dbscan,1
161,scene57.jsom.atrium,2,4.68378634960045,False,dbscan,1
162,scene59.jsom.atrium,0,4.993910009700062,False,dbscan,1
163,scene59.jsom.atrium,1,5.738215682470966,False,dbscan,1
164,scene59.jsom.atrium,2,5.616217293730351,False,dbscan,1
165,scene6.ecsn.4f.sofa,0,5.520917570690935,False,dbscan,1
166,scene6.ecsn.4f.sofa,1,6.195711242850847,False,dbscan,1
167,scene6.ecsn.4f.sofa,2,5.228761471169063,False,dbscan,1
168,scene60.jsom.atrium,0,4.813194067567819,False,dbscan,1
169,scene60.jsom.atrium,1,5.160016248203389,False,dbscan,1
170,scene60.jsom.atrium,2,5.644516494333757,False,dbscan,1
171,scene61.ecsw.axxess-atrium,0,5.158075027288278,False,dbscan,1
172,scene61.ecsw.axxess-atrium,1,5.825392495377649,False,dbscan,1
173,scene61.ecsw.axxess-atrium,2,4.896282966947265,False,dbscan,1
174,scene62.ecsw.axxess-atrium,0,5.37986181802952,False,dbscan,1
175,scene62.ecsw.axxess-atrium,1,4.8700104831544,False,dbscan,1
176,scene62.ecsw.axxess-atrium,2,5.491117828407221,False,dbscan,1
177,scene63.ecsw.axxess-atrium,0,5.4586513848966804,False,"kmeans8,dbscan",2
178,scene63.ecsw.axxess-atrium,1,4.336239518533186,False,dbscan,1
179,scene63.ecsw.axxess-atrium,2,4.252446951796896,False,dbscan,1
180,scene64.ecsw.axxess-atrium,0,5.218305825274646,False,dbscan,1
181,scene64.ecsw.axxess-atrium,1,6.189698803315902,False,dbscan,1
182,scene64.ecsw.axxess-atrium,2,3.8085143595227446,False,dbscan,1
183,scene65.ecsw.axxess-atrium,0,5.531323311952169,False,dbscan,1
184,scene65.ecsw.axxess-atrium,1,4.785492168757565,False,dbscan,1
185,scene65.ecsw.axxess-atrium,2,4.226821040878011,False,dbscan,1
186,scene66.ecsw.3f.dept,0,4.085446244534123,False,dbscan,1
187,scene66.ecsw.3f.dept,1,3.8719046512952024,False,dbscan,1
188,scene66.ecsw.3f.dept,2,4.014256045021815,False,dbscan,1
189,scene67.ecsw.3f.dept,0,4.788341679391498,False,dbscan,1
190,scene67.ecsw.3f.dept,1,4.472632796877101,False,dbscan,1
191,scene67.ecsw.3f.dept,2,4.841622958313785,False,dbscan,1
192,scene68.ecsw.3f.dept,0,5.231249470994792,False,dbscan,1
193,scene68.ecsw.3f.dept,1,4.942407798504643,False,dbscan,1
194,scene68.ecsw.3f.dept,2,4.1632463985583605,False,dbscan,1
195,scene69.ecsw.3f.dept,0,4.712411164281997,False,dbscan,1
196,scene69.ecsw.3f.dept,1,3.9793374117703766,False,dbscan,1
197,scene69.ecsw.3f.dept,2,5.305365191098037,False,dbscan,1
198,scene7.ecsn.4f.sofa,0,5.485787591372651,False,dbscan,1
199,scene7.ecsn.4f.sofa,1,4.8903631884428975,False,dbscan,1
200,scene7.ecsn.4f.sofa,2,4.8538560228536385,False,dbscan,1
201,scene70.ecsw.3f.dept,0,4.316790214817756,False,dbscan,1
202,scene70.ecsw.3f.dept,1,4.405021175205154,False,dbscan,1
203,scene70.ecsw.3f.dept,2,6.886533474110115,True,dbscan,1
204,scene71.ecsw.atriumStairs,0,4.119277748360447,False,dbscan,1
205,scene71.ecsw.atriumStairs,1,5.589323147491967,False,dbscan,1
206,scene71.ecsw.atriumStairs,2,3.7798014499632804,False,dbscan,1
207,scene72.ecsw.atriumStairs,0,4.4537941966032975,False,dbscan,1
208,scene72.ecsw.atriumStairs,1,5.282100480943584,False,dbscan,1
209,scene72.ecsw.atriumStairs,2,5.605825537018206,False,dbscan,1
210,scene73.ecsw.atriumStairs,0,4.271363668361188,False,dbscan,1
211,scene73.ecsw.atriumStairs,1,5.272816063495625,False,dbscan,1
212,scene73.ecsw.atriumStairs,2,5.143801637218202,False,dbscan,1
213,scene74.ecsw.atriumStairs,0,7.302594141944444,True,dbscan,1
214,scene74.ecsw.atriumStairs,1,5.302362290607502,False,"kmeans5,kmeans8,ward3,dbscan",4
215,scene74.ecsw.atriumStairs,2,7.68728413636325,True,dbscan,1
216,scene75.ecsw.atriumStairs,0,3.915856186505211,False,dbscan,1
217,scene75.ecsw.atriumStairs,1,6.0194898358701145,False,dbscan,1
218,scene75.ecsw.atriumStairs,2,6.4624257381011665,False,dbscan,1
219,scene76.gaming2,0,4.276378017899077,False,dbscan,1
220,scene76.gaming2,1,4.1497144522190625,False,dbscan,1
221,scene76.gaming2,2,5.064241441997846,False,dbscan,1
222,scene77.gaming2,0,5.082905413866088,False,dbscan,1
223,scene77.gaming2,1,5.244742539417006,False,dbscan,1
224,scene77.gaming2,2,4.8032279035176115,False,dbscan,1
225,scene78.gaming2,0,4.692486800295911,False,dbscan,1
226,scene78.gaming2,1,5.592356002058125,False,dbscan,1
227,scene78.gaming2,2,4.591829598629238,False,dbscan,1
228,scene79.gaming2,0,4.807106679742606,False,dbscan,1
229,scene79.gaming2,1,4.625752316942787,False,dbscan,1
230,scene79.gaming2,2,5.356687121105941,False,dbscan,1
231,scene8.ecsn.4f.sofa,0,4.436252455020298,False,dbscan,1
232,scene8.ecsn.4f.sofa,1,4.419570407724936,False,dbscan,1
233,scene8.ecsn.4f.sofa,2,4.597415591283474,False,dbscan,1
234,scene80.gaming2,0,4.534211125247572,False,dbscan,1
235,scene80.gaming2,1,5.403316097761449,False,dbscan,1
236,scene80.gaming2,2,4.838262671560966,False,dbscan,1
237,scene81.jsom.garden.pot,0,5.019014949327955,False,dbscan,1
238,scene81.jsom.garden.pot,1,5.006015721533053,False,dbscan,1
239,scene81.jsom.garden.pot,2,3.7574106616921576,False,dbscan,1
240,scene82.jsom.garden.pot,0,4.79558962803213,False,dbscan,1
241,scene82.jsom.garden.pot,1,4.5932663210264275,False,dbscan,1
242,scene82.jsom.garden.pot,2,4.254320577482807,False,dbscan,1
243,scene83.jsom.garden.pot,0,4.3838142988763,False,dbscan,1
244,scene83.jsom.garden.pot,1,5.166495347967191,False,dbscan,1
245,scene83.jsom.garden.pot,2,4.31085308674913,False,dbscan,1
246,scene84.jsom.garden.pot,0,4.2616223382118585,False,dbscan,1
247,scene84.jsom.garden.pot,1,4.559763532506286,False,dbscan,1
248,scene84.jsom.garden.pot,2,3.4297353507523725,False,dbscan,1
249,scene85.jsom.garden.pot,0,4.5003322832189605,False,dbscan,1
250,scene85.jsom.garden.pot,1,5.8967354930748686,False,dbscan,1
251,scene85.jsom.garden.pot,2,4.828284854370207,False,dbscan,1
252,scene86.jsom.atrium,0,4.587131990762738,False,dbscan,1
253,scene86.jsom.atrium,1,4.341642788176797,False,dbscan,1
254,scene86.jsom.atrium,2,4.551977869688841,False,dbscan,1
255,scene87.jsom.atrium,0,4.947733965498089,False,dbscan,1
256,scene87.jsom.atrium,1,5.462732735241042,False,dbscan,1
257,scene87.jsom.atrium,2,5.082270657037372,False,dbscan,1
258,scene88.jsom.atrium,0,4.216190151712399,False,dbscan,1
259,scene88.jsom.atrium,1,5.242069165067282,False,dbscan,1
260,scene88.jsom.atrium,2,4.791798104877381,False,dbscan,1
261,scene89.jsom.atrium,0,4.000207032651011,False,dbscan,1
262,scene89.jsom.atrium,1,6.292752388042632,False,dbscan,1
263,scene89.jsom.atrium,2,7.168514554623455,True,dbscan,1
264,scene9.ecsn.4f.sofa,0,5.0152322214624006,False,dbscan,1
265,scene9.ecsn.4f.sofa,1,4.672534393559099,False,dbscan,1
266,scene9.ecsn.4f.sofa,2,5.265787270213702,False,dbscan,1
267,scene90.jsom.atrium,0,4.252591466206948,False,dbscan,1
268,scene90.jsom.atrium,1,5.631775596075176,False,dbscan,1
269,scene90.jsom.atrium,2,4.010536032892603,False,dbscan,1
270,scene91.gh.out,0,5.892129246201271,False,dbscan,1
271,scene91.gh.out,1,4.786239563073446,False,dbscan,1
272,scene91.gh.out,2,5.081732436745571,False,dbscan,1
273,scene92.gh.out,0,5.270137048658018,False,dbscan,1
274,scene92.gh.out,1,4.746962369997268,False,dbscan,1
275,scene92.gh.out,2,4.163390703455961,False,dbscan,1
276,scene93.gh.out,0,4.769709182293063,False,dbscan,1
277,scene93.gh.out,1,5.4542899254022235,False,dbscan,1
278,scene93.gh.out,2,4.736403968439027,False,dbscan,1
279,scene94.gh.out,0,5.431294276760712,False,dbscan,1
280,scene94.gh.out,1,4.4260680656529905,False,dbscan,1
281,scene94.gh.out,2,4.801018345573432,False,dbscan,1
282,scene95.gh.out,0,4.386980166804297,False,dbscan,1
283,scene95.gh.out,1,5.8422535566441205,False,dbscan,1
284,scene95.gh.out,2,4.417519874534928,False,dbscan,1
285,scene96.jsom.atrium,0,4.627793425680031,False,dbscan,1
286,scene96.jsom.atrium,1,6.1268361064250625,False,dbscan,1
287,scene96.jsom.atrium,2,4.521941223234935,False,dbscan,1
288,scene97.jsom.atrium,0,4.893085362016941,False,dbscan,1
289,scene97.jsom.atrium,1,4.744822490127219,False,dbscan,1
290,scene97.jsom.atrium,2,6.927461718289256,True,dbscan,1
291,scene98.jsom.atrium,0,4.625051929178504,False,"kmeans5,kmeans8,ward3,dbscan",4
292,scene98.jsom.atrium,1,4.590328441301826,False,dbscan,1
293,scene98.jsom.atrium,2,5.9207018298136695,False,dbscan,1
294,scene99.jsom.atrium,0,4.032205061130255,False,dbscan,1
295,scene99.jsom.atrium,1,5.099641344870018,False,dbscan,1
296,scene99.jsom.atrium,2,4.893471846467197,False,dbscan,1
