scene_id,phase,score_mean_pn,tier_mean_pn,score_median_pn,tier_median_pn,score_max_pn,tier_max_pn,score_top3_mean_pn,tier_top3_mean_pn,score_pca_pc1,tier_pca_pc1,tier_kmeans3,raw_cluster_kmeans3,tier_kmeans5,raw_cluster_kmeans5,tier_kmeans8,raw_cluster_kmeans8,tier_gmm3,raw_cluster_gmm3,tier_ward3,raw_cluster_ward3,tier_dbscan,raw_cluster_dbscan,consensus_tier,n_distinct_tiers
scene16.SU.CHECKERBOARD,0,0.5980172091283202,hard,0.5420875420875421,medium,0.9764309764309764,medium,0.9719416386083054,hard,1.8413011497508478,hard,medium,0,hard,0,hard,3,medium,1,easy,0,degenerate,-1,hard,3
scene16.SU.CHECKERBOARD,1,0.5523756079311635,hard,0.6902356902356902,hard,0.9797979797979798,medium,0.9663299663299663,hard,3.7825567489347502,hard,hard,1,medium,2,medium,0,medium,1,hard,2,degenerate,-1,hard,2
scene16.SU.CHECKERBOARD,2,0.5044269859084674,medium,0.569023569023569,medium,0.9124579124579124,easy,0.8799102132435466,easy,-2.1165070714347145,easy,easy,2,easy,4,easy,5,easy,2,easy,0,degenerate,-1,easy,2
scene17.SU.CHECKERBOARD,0,0.5834268612046389,hard,0.632996632996633,hard,0.9259259259259259,easy,0.9001122334455668,medium,2.3224135030067976,hard,medium,0,hard,0,medium,0,medium,1,hard,2,degenerate,-1,hard,3
scene17.SU.CHECKERBOARD,1,0.41389200648459906,easy,0.3333333333333333,easy,0.8720538720538721,easy,0.8439955106621774,easy,-2.38817690203017,easy,easy,2,easy,1,easy,6,easy,2,easy,0,degenerate,-1,easy,1
scene17.SU.CHECKERBOARD,2,0.5899738121960344,hard,0.7003367003367004,hard,0.9124579124579124,easy,0.9090909090909092,medium,-0.053925914508094835,medium,easy,2,easy,4,medium,2,easy,2,easy,0,degenerate,-1,easy,3
scene18.su.CHECKERBOARD,0,0.5811821922933033,hard,0.6464646464646465,hard,0.9225589225589226,easy,0.9012345679012346,medium,1.8571390808358088,hard,medium,0,hard,0,hard,3,medium,1,easy,0,degenerate,-1,hard,3
scene18.su.CHECKERBOARD,1,0.6028183065220103,hard,0.6868686868686869,hard,1.0,hard,0.9292929292929294,medium,1.9189500486692888,hard,hard,1,easy,4,medium,0,medium,1,easy,0,degenerate,-1,hard,3
scene18.su.CHECKERBOARD,2,0.6241426611796981,hard,0.7407407407407407,hard,0.9528619528619529,medium,0.9225589225589226,medium,2.50043402200448,hard,hard,1,medium,2,medium,0,medium,1,easy,0,degenerate,-1,medium,3
scene19.su.CHECKERBOARD,0,0.4981917944880907,medium,0.5892255892255892,hard,0.9696969696969697,medium,0.8361391694725029,easy,-0.8113144905234209,medium,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,3
scene19.su.CHECKERBOARD,1,0.5342935528120714,medium,0.6026936026936027,hard,0.9629629629629629,medium,0.9242424242424242,medium,0.7578626059253022,hard,easy,2,easy,1,easy,6,medium,1,easy,0,degenerate,-1,medium,3
scene19.su.CHECKERBOARD,2,0.622085048010974,hard,0.7121212121212122,hard,0.9023569023569024,easy,0.8888888888888888,easy,-0.2897478607792881,medium,easy,2,easy,4,medium,2,easy,2,easy,0,degenerate,-1,easy,3
scene2.library.fountain,0,0.5907220351664795,hard,0.7003367003367004,hard,0.98989898989899,hard,0.9691358024691358,hard,3.7307424666091666,hard,medium,0,hard,0,medium,1,medium,1,easy,0,degenerate,-1,hard,3
scene2.library.fountain,1,0.566093029055992,hard,0.5252525252525253,medium,0.9966329966329966,hard,0.9809203142536477,hard,4.327714720741614,hard,hard,1,medium,2,medium,0,medium,1,hard,2,degenerate,-1,hard,2
scene2.library.fountain,2,0.503741114852226,medium,0.4377104377104377,medium,0.9562289562289562,medium,0.9438832772166106,medium,1.5241009729578854,hard,easy,2,easy,1,medium,1,medium,1,easy,0,degenerate,-1,medium,3
scene20.su.CHECKERBOARD,0,0.5364135178949994,medium,0.46464646464646464,medium,1.0,hard,0.9663299663299663,hard,2.124332381527053,hard,medium,0,hard,0,medium,1,medium,1,easy,0,degenerate,-1,medium,3
scene20.su.CHECKERBOARD,1,0.5580496321237062,hard,0.494949494949495,medium,0.9966329966329966,hard,0.9719416386083052,hard,1.7240368398011199,hard,hard,1,medium,2,medium,0,medium,1,easy,0,degenerate,-1,hard,3
scene20.su.CHECKERBOARD,2,0.6125452051377975,hard,0.6464646464646465,hard,0.9797979797979798,medium,0.967452300785634,hard,1.9027710716223016,hard,hard,1,medium,2,medium,0,medium,1,easy,0,degenerate,-1,hard,3
scene21.jo.4f,0,0.45635366005736383,easy,0.4006734006734007,easy,0.9932659932659933,hard,0.9382716049382717,medium,1.7071921934987548,hard,medium,0,hard,0,hard,3,medium,1,easy,0,degenerate,-1,hard,3
scene21.jo.4f,1,0.36625514403292186,easy,0.26936026936026936,easy,0.9663299663299664,medium,0.9270482603815937,medium,-1.384692345521629,easy,easy,2,easy,1,easy,6,easy,2,easy,0,degenerate,-1,easy,2
scene21.jo.4f,2,0.36912333208629505,easy,0.28619528619528617,easy,0.9427609427609428,easy,0.8754208754208754,easy,-1.6501907257048951,easy,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,1
scene22.jo.4f,0,0.3350791869310387,easy,0.234006734006734,easy,0.9528619528619529,medium,0.9023569023569024,medium,-1.9611679146557754,easy,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,2
scene22.jo.4f,1,0.32591345554308515,easy,0.1632996632996633,easy,0.9966329966329966,hard,0.9315375982042648,medium,-1.4310588270022027,easy,easy,2,easy,1,easy,6,easy,2,easy,0,degenerate,-1,easy,3
scene22.jo.4f,2,0.3091407906222721,easy,0.234006734006734,easy,0.8754208754208754,easy,0.7682379349046015,easy,-2.769323359752566,easy,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,1
scene23.jo.4f,0,0.43983040279336577,easy,0.3501683501683502,easy,0.9629629629629629,medium,0.9281705948372615,medium,1.2909643744250254,hard,medium,0,hard,0,hard,3,medium,1,easy,0,degenerate,-1,medium,3
scene23.jo.4f,1,0.33476742736001996,easy,0.26936026936026936,easy,1.0,hard,0.8742985409652076,easy,-2.108707239008342,easy,easy,2,easy,1,easy,6,easy,2,easy,0,degenerate,-1,easy,2
scene23.jo.4f,2,0.37280209502431716,easy,0.3434343434343434,easy,0.9461279461279462,medium,0.8316498316498316,easy,-1.3322909092542663,easy,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,2
scene24.jo.4f,0,0.4064097767801472,easy,0.28619528619528617,easy,0.9932659932659933,hard,0.8664421997755332,easy,-1.0192971872554768,medium,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,3
scene24.jo.4f,1,0.3566529492455418,easy,0.25925925925925924,easy,0.9865319865319865,hard,0.8787878787878788,easy,-2.573823746066211,easy,easy,2,easy,1,easy,6,easy,2,easy,0,degenerate,-1,easy,2
scene24.jo.4f,2,0.37959845367252776,easy,0.26936026936026936,easy,0.9797979797979798,medium,0.8900112233445566,easy,-1.053774588097221,medium,easy,2,easy,1,easy,6,easy,2,easy,0,degenerate,-1,easy,2
scene25.jo.4f,0,0.45834892131188426,easy,0.4175084175084175,easy,1.0,hard,0.9927048260381595,hard,9.084279041331776,hard,hard,1,medium,2,hard,7,medium,1,hard,2,degenerate,-1,hard,3
scene25.jo.4f,1,0.40485097892505295,easy,0.3164983164983165,easy,0.9595959595959596,medium,0.9506172839506174,hard,-0.21281323123772697,medium,hard,1,easy,1,easy,6,medium,1,easy,0,degenerate,-1,easy,3
scene25.jo.4f,2,0.3672527746601821,easy,0.3164983164983165,easy,0.9393939393939394,easy,0.8742985409652076,easy,-0.9302541241872145,medium,easy,2,easy,1,easy,6,easy,2,easy,0,degenerate,-1,easy,2
scene26.gaming2.JUMBOTRONSTAGE,0,0.5895997007108118,hard,0.5925925925925926,hard,0.9562289562289562,medium,0.9416386083052749,medium,-1.5761607918168903,easy,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,3
scene26.gaming2.JUMBOTRONSTAGE,1,0.42430477615662804,easy,0.35353535353535354,easy,0.898989898989899,easy,0.8765432098765432,easy,-2.6598950895348996,easy,easy,2,easy,1,easy,6,easy,2,easy,0,degenerate,-1,easy,1
scene26.gaming2.JUMBOTRONSTAGE,2,0.5697717919940143,hard,0.6026936026936027,hard,0.9461279461279462,medium,0.9281705948372615,medium,-2.3629904253018195,easy,easy,2,easy,4,medium,2,easy,2,easy,0,degenerate,-1,easy,3
scene27.gaming2.JUMBOTRONSTAGE,0,0.6289437585733882,hard,0.696969696969697,hard,0.9191919191919192,easy,0.8754208754208754,easy,-0.25089586188413654,medium,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,3
scene27.gaming2.JUMBOTRONSTAGE,1,0.448310263125078,easy,0.3434343434343434,easy,1.0,hard,0.9775533108866442,hard,-2.71060862003328,easy,easy,2,easy,4,medium,2,easy,2,easy,0,degenerate,-1,easy,3
scene27.gaming2.JUMBOTRONSTAGE,2,0.6021324354657687,hard,0.6767676767676768,hard,0.9629629629629629,medium,0.9259259259259259,medium,-1.6794528164955151,easy,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,3
scene28.gaming2.JUMBOTRONSTAGE,0,0.5726399800473875,hard,0.6026936026936027,hard,0.936026936026936,easy,0.8855218855218855,easy,-0.4123876742371467,medium,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,3
scene28.gaming2.JUMBOTRONSTAGE,1,0.43234817308891377,easy,0.31986531986531985,easy,0.9730639730639731,medium,0.9416386083052749,medium,-2.7619872594780004,easy,easy,2,easy,4,easy,6,easy,2,easy,0,degenerate,-1,easy,2
scene28.gaming2.JUMBOTRONSTAGE,2,0.5543708691856839,hard,0.569023569023569,medium,0.9292929292929293,easy,0.8945005611672278,medium,-1.2810957115601367,easy,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,3
scene29.gaming2.JUMBOTRONSTAGE,0,0.4981917944880907,medium,0.5387205387205387,medium,0.7912457912457912,easy,0.7665544332211,easy,-1.333552619150347,easy,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,2
scene29.gaming2.JUMBOTRONSTAGE,1,0.38034667664297295,easy,0.26936026936026936,easy,0.9225589225589226,easy,0.9023569023569024,medium,-2.8390919364649574,easy,easy,2,easy,4,easy,6,easy,2,easy,0,degenerate,-1,easy,2
scene29.gaming2.JUMBOTRONSTAGE,2,0.5337323855842375,medium,0.5959595959595959,hard,0.9595959595959596,medium,0.89337822671156,medium,-1.715351870876323,easy,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,3
scene3.library.fountain,0,0.5079810450180821,medium,0.6531986531986532,hard,0.9831649831649831,hard,0.9472502805836139,hard,1.4416914648334944,hard,medium,0,hard,0,medium,1,medium,1,easy,0,degenerate,-1,hard,3
scene3.library.fountain,1,0.5097268986157875,medium,0.42424242424242425,medium,0.9427609427609428,easy,0.9349046015712683,medium,1.597813137514926,hard,easy,2,easy,1,medium,1,medium,1,easy,0,degenerate,-1,medium,3
scene3.library.fountain,2,0.5006235191420376,medium,0.5117845117845118,medium,0.9494949494949495,medium,0.9438832772166106,medium,0.29098174590562004,medium,easy,2,easy,1,medium,1,medium,1,easy,0,degenerate,-1,medium,2
scene30.gaming2.JUMBOTRONSTAGE,0,0.5323606434717546,medium,0.5622895622895623,medium,0.835016835016835,easy,0.8047138047138048,easy,-1.0550672460719495,medium,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,2
scene30.gaming2.JUMBOTRONSTAGE,1,0.4009228083302157,easy,0.28619528619528617,easy,0.9494949494949495,medium,0.8956228956228957,medium,-2.7162497145563504,easy,easy,2,easy,1,easy,6,easy,2,easy,0,degenerate,-1,easy,2
scene30.gaming2.JUMBOTRONSTAGE,2,0.5525626636737747,hard,0.6195286195286195,hard,0.9461279461279462,medium,0.8698092031425365,easy,-1.4008695869657235,easy,easy,2,easy,1,easy,6,easy,2,easy,0,degenerate,-1,easy,3
scene31.ecss.3f.sofaNchairs,0,0.45622895622895615,easy,0.3838383838383838,easy,0.9393939393939394,easy,0.9214365881032548,medium,-0.5451634672554545,medium,medium,0,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,2
scene31.ecss.3f.sofaNchairs,1,0.37074448185559294,easy,0.2996632996632997,easy,0.7912457912457912,easy,0.7401795735129069,easy,-1.682593471511912,easy,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,1
scene31.ecss.3f.sofaNchairs,2,0.40291806958473625,easy,0.2996632996632997,easy,0.9090909090909091,easy,0.8698092031425365,easy,-2.0135376856092213,easy,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,1
scene32.ecss.3f.sofaNchairs,0,0.41002618780396566,easy,0.36363636363636365,easy,0.8787878787878788,easy,0.8260381593714926,easy,-0.5706555916798279,medium,medium,0,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,2
scene32.ecss.3f.sofaNchairs,1,0.3906347424865943,easy,0.38047138047138046,easy,0.7171717171717171,easy,0.712121212121212,easy,-1.5723377572177228,easy,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,1
scene32.ecss.3f.sofaNchairs,2,0.40578625763810944,easy,0.28619528619528617,easy,0.9797979797979798,medium,0.9708193041526374,hard,-2.3139077509159716,easy,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,3
scene33.ecss.3f.sofaNchairs,0,0.5319241800723281,medium,0.5723905723905723,medium,0.9730639730639731,medium,0.9708193041526375,hard,0.26592167296773644,medium,medium,0,easy,1,easy,5,easy,2,easy,0,degenerate,-1,medium,3
scene33.ecss.3f.sofaNchairs,1,0.42480359147025815,easy,0.3939393939393939,easy,0.9612794612794613,medium,0.8838383838383838,easy,-0.5965320965879244,medium,easy,2,easy,1,easy,6,easy,2,easy,0,degenerate,-1,easy,2
scene33.ecss.3f.sofaNchairs,2,0.4887143035291183,medium,0.5387205387205387,medium,0.9612794612794613,medium,0.8636363636363636,easy,-0.7302506805279727,medium,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,2
scene34.ecss.3f.sofaNchairs,0,0.4508043396932286,easy,0.36363636363636365,easy,0.9595959595959596,medium,0.9371492704826038,medium,-1.2256898491275248,easy,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,2
scene34.ecss.3f.sofaNchairs,1,0.37754084050380343,easy,0.27104377104377103,easy,0.8552188552188552,easy,0.8047138047138046,easy,-1.2157199686155151,medium,easy,2,easy,1,easy,6,easy,2,easy,0,degenerate,-1,easy,2
scene34.ecss.3f.sofaNchairs,2,0.4794238683127573,medium,0.5185185185185185,medium,0.8114478114478114,easy,0.7586980920314254,easy,-0.9867631831431658,medium,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,2
scene35.ecss.3f.sofaNchairs,0,0.4686993390697094,easy,0.5892255892255892,hard,0.8720538720538721,easy,0.8125701459034792,easy,-0.12463596975507477,medium,medium,0,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,3
scene35.ecss.3f.sofaNchairs,1,0.34355904726275094,easy,0.28619528619528617,easy,0.7878787878787878,easy,0.7390572390572391,easy,-1.7190926057791178,easy,easy,2,easy,1,easy,6,easy,2,easy,0,degenerate,-1,easy,1
scene35.ecss.3f.sofaNchairs,2,0.38047138047138046,easy,0.28619528619528617,easy,0.9629629629629629,medium,0.8922558922558923,medium,-2.523894028549336,easy,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,0,easy,2
scene36.jo.4f,0,0.4896495822421748,medium,0.4781144781144781,medium,0.8956228956228957,easy,0.8473625140291806,easy,-0.9501770315759945,medium,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,2
scene36.jo.4f,1,0.48403790996383583,medium,0.42424242424242425,medium,0.9090909090909091,easy,0.88327721661055,easy,-2.425735799805712,easy,easy,2,easy,1,easy,6,easy,2,easy,0,degenerate,-1,easy,2
scene36.jo.4f,2,0.6120463898241676,hard,0.6868686868686869,hard,0.9124579124579124,easy,0.8945005611672278,medium,-0.9836850372622225,medium,easy,2,easy,4,easy,6,easy,2,easy,0,degenerate,-1,easy,3
scene37.jo.4f,0,0.5430228208005986,medium,0.5656565656565656,medium,0.8821548821548821,easy,0.8619528619528619,easy,0.044365355157447134,medium,medium,0,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,2
scene37.jo.4f,1,0.4294176331213368,easy,0.3501683501683502,easy,0.9966329966329966,hard,0.8709315375982043,easy,-2.5444915112244524,easy,easy,2,easy,4,easy,6,easy,2,easy,0,degenerate,-1,easy,2
scene37.jo.4f,2,0.49145778775408405,medium,0.42424242424242425,medium,0.9292929292929293,easy,0.8810325476992142,easy,-2.087040340066752,easy,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,2
scene38.jo.4f,0,0.47555804963212367,medium,0.3501683501683502,easy,0.9966329966329966,hard,0.9753086419753086,hard,0.9331849193300834,hard,medium,0,hard,0,hard,3,medium,1,easy,0,degenerate,-1,hard,3
scene38.jo.4f,1,0.4214989400174585,easy,0.4006734006734007,easy,0.8383838383838383,easy,0.8204264870931537,easy,-2.1767187669288757,easy,easy,2,easy,1,easy,6,easy,2,easy,0,degenerate,-1,easy,1
scene38.jo.4f,2,0.5621648584611547,hard,0.6195286195286195,hard,0.8855218855218855,easy,0.8350168350168349,easy,-1.4079361348838275,easy,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,2
scene39.jo.4f,0,0.5578002244668909,hard,0.6127946127946128,hard,0.9932659932659933,hard,0.9837261503928172,hard,8.464540489235436,hard,hard,1,medium,2,hard,7,medium,1,hard,2,degenerate,-1,hard,2
scene39.jo.4f,1,0.4635241301907968,easy,0.3333333333333333,easy,0.9326599326599326,easy,0.9214365881032548,medium,1.0701526456465305,hard,hard,1,medium,2,medium,0,medium,1,easy,0,degenerate,-1,easy,3
scene39.jo.4f,2,0.5743858336450928,hard,0.6262626262626263,hard,0.9326599326599326,easy,0.8900112233445566,medium,0.14339863959167937,medium,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,3
scene4.library.fountain,0,0.49763062726025686,medium,0.468013468013468,medium,0.9595959595959596,medium,0.9494949494949495,hard,1.1595283804370455,hard,medium,0,hard,0,medium,1,medium,1,easy,0,degenerate,-1,medium,3
scene4.library.fountain,1,0.4758698092031425,medium,0.4444444444444444,medium,0.9427609427609428,easy,0.9214365881032548,medium,0.8805184627428768,hard,easy,2,easy,1,medium,1,medium,1,easy,0,degenerate,-1,medium,3
scene4.library.fountain,2,0.4453173712432972,easy,0.28619528619528617,easy,0.9696969696969697,medium,0.9663299663299663,hard,-0.6771367618597964,medium,easy,2,easy,1,medium,1,medium,1,easy,0,degenerate,-1,easy,3
scene40.jo.4f,0,0.5987654320987654,hard,0.6632996632996633,hard,0.9158249158249159,easy,0.8911335578002245,medium,0.030242006822253416,medium,medium,0,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,3
scene40.jo.4f,1,0.5486968449931413,hard,0.5892255892255892,hard,0.9865319865319865,hard,0.861952861952862,easy,-1.4573864035789243,easy,easy,2,easy,1,easy,6,easy,2,easy,0,degenerate,-1,easy,2
scene40.jo.4f,2,0.5574261129816686,hard,0.6060606060606061,hard,0.9292929292929293,easy,0.8787878787878789,easy,-1.013451310363118,medium,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,3
scene41.gh.out,0,0.5941513904476867,hard,0.6430976430976431,hard,0.9528619528619529,medium,0.946127946127946,hard,2.876571877904435,hard,medium,0,hard,0,hard,3,medium,1,easy,0,degenerate,-1,hard,3
scene41.gh.out,1,0.527185434592842,medium,0.6868686868686869,hard,0.9831649831649831,hard,0.9685746352413019,hard,3.0370858507505143,hard,medium,0,hard,0,medium,1,medium,1,easy,0,degenerate,-1,hard,3
scene41.gh.out,2,0.554370869185684,hard,0.5757575757575758,medium,0.9629629629629629,medium,0.9393939393939393,medium,1.0698723384693327,hard,medium,0,hard,0,medium,1,medium,1,easy,0,degenerate,-1,medium,3
scene42.gh.out,0,0.5854221224591595,hard,0.6161616161616161,hard,0.9427609427609428,easy,0.9326599326599326,medium,1.440641465745202,hard,medium,0,hard,0,medium,1,medium,1,easy,0,degenerate,-1,hard,3
scene42.gh.out,1,0.5854221224591594,hard,0.7121212121212122,hard,0.9764309764309764,medium,0.9595959595959597,hard,2.031623975258032,hard,medium,0,hard,0,medium,1,medium,1,easy,0,degenerate,-1,hard,3
scene42.gh.out,2,0.668724279835391,hard,0.6936026936026936,hard,0.9730639730639731,medium,0.9528619528619529,hard,2.277256789594238,hard,medium,0,hard,0,medium,1,medium,1,easy,0,degenerate,-1,hard,3
scene43.gh.out,0,0.605499438832772,hard,0.5892255892255892,hard,0.9764309764309764,medium,0.9629629629629629,hard,3.2452042975914375,hard,medium,0,hard,0,hard,3,medium,1,easy,0,degenerate,-1,hard,3
scene43.gh.out,1,0.5501309390198279,hard,0.5521885521885522,medium,0.9932659932659933,hard,0.988776655443322,hard,3.6608805885487445,hard,medium,0,hard,0,medium,1,hard,0,easy,0,degenerate,-1,hard,3
scene43.gh.out,2,0.681506422247163,hard,0.8013468013468014,hard,0.9797979797979798,medium,0.9775533108866442,hard,4.4489158549268275,hard,medium,0,hard,0,hard,3,hard,0,easy,0,degenerate,-1,hard,3
scene44.gh.out,0,0.5592966704077815,hard,0.5521885521885522,medium,0.9494949494949495,medium,0.9326599326599326,medium,1.6561436171855979,hard,medium,0,hard,0,medium,1,medium,1,easy,0,degenerate,-1,medium,3
