scene_id,phase,local_mask_id,source_catalog_id,object_name,object_id,mask_source
scene002,phase0,3,141,tong,tong,scenes/scene002/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene002,phase0,4,89.3,mustard_bottle,mustard_bottle.3,scenes/scene002/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene002,phase0,5,107,remote_controller,remote_controller,scenes/scene002/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene002,phase0,6,77.1,knife,knife.1,scenes/scene002/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene002,phase0,7,117.1,shoe,shoe.1,scenes/scene002/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene002,phase1,1,65,handy_pot,handy_pot,scenes/scene002/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene002,phase1,2,85.1,milk_box,milk_box.1,scenes/scene002/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene002,phase1,3,141,tong,tong,scenes/scene002/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene002,phase1,4,89.3,mustard_bottle,mustard_bottle.3,scenes/scene002/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene002,phase1,5,107,remote_controller,remote_controller,scenes/scene002/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene002,phase1,6,77.1,knife,knife.1,scenes/scene002/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene002,phase1,7,117.1,shoe,shoe.1,scenes/scene002/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene002,phase2,1,65,handy_pot,handy_pot,scenes/scene002/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene002,phase2,2,85.1,milk_box,milk_box.1,scenes/scene002/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene002,phase2,3,141,tong,tong,scenes/scene002/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene002,phase2,4,89.3,mustard_bottle,mustard_bottle.3,scenes/scene002/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene002,phase2,5,107,remote_controller,remote_controller,scenes/scene002/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene002,phase2,6,77.1,knife,knife.1,scenes/scene002/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene002,phase2,7,117.1,shoe,shoe.1,scenes/scene002/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene003,phase0,1,68,helmet,helmet,scenes/scene003/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene003,phase0,2,102,power_drill,power_drill,scenes/scene003/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene003,phase0,3,105.2,pump_bottle,pump_bottle.2,scenes/scene003/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene003,phase0,4,14.1,bear,bear.1,scenes/scene003/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene003,phase0,5,113.1,scissors,scissors.1,scenes/scene003/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene003,phase0,6,103.2,pringles_can,pringles_can.2,scenes/scene003/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene003,phase0,7,5,apple,apple,scenes/scene003/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene003,phase1,1,68,helmet,helmet,scenes/scene003/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene003,phase1,2,102,power_drill,power_drill,scenes/scene003/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene003,phase1,3,105.2,pump_bottle,pump_bottle.2,scenes/scene003/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene003,phase1,4,14.1,bear,bear.1,scenes/scene003/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene003,phase1,5,113.1,scissors,scissors.1,scenes/scene003/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene003,phase1,6,103.2,pringles_can,pringles_can.2,scenes/scene003/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene003,phase1,7,5,apple,apple,scenes/scene003/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene003,phase2,1,68,helmet,helmet,scenes/scene003/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene003,phase2,2,102,power_drill,power_drill,scenes/scene003/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene003,phase2,3,105.2,pump_bottle,pump_bottle.2,scenes/scene003/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene003,phase2,4,14.1,bear,bear.1,scenes/scene003/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene003,phase2,5,113.1,scissors,scissors.1,scenes/scene003/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene003,phase2,6,103.2,pringles_can,pringles_can.2,scenes/scene003/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene003,phase2,7,5,apple,apple,scenes/scene003/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene004,phase0,1,7.1,baking_tray,baking_tray.1,scenes/scene004/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene004,phase0,2,127.2,spray_bottle,spray_bottle.2,scenes/scene004/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene004,phase0,3,114,shampoo_bottle,shampoo_bottle,scenes/scene004/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene004,phase0,4,147,umbrella,umbrella,scenes/scene004/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene004,phase0,5,137,teapot,teapot,scenes/scene004/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene004,phase0,6,25.1,candy_bar,candy_bar.1,scenes/scene004/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene004,phase0,7,87.3,mouse,mouse.3,scenes/scene004/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene004,phase1,1,7.1,baking_tray,baking_tray.1,scenes/scene004/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene004,phase1,2,127.2,spray_bottle,spray_bottle.2,scenes/scene004/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene004,phase1,3,114,shampoo_bottle,shampoo_bottle,scenes/scene004/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene004,phase1,4,147,umbrella,umbrella,scenes/scene004/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene004,phase1,5,137,teapot,teapot,scenes/scene004/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene004,phase1,6,25.1,candy_bar,candy_bar.1,scenes/scene004/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene004,phase1,7,87.3,mouse,mouse.3,scenes/scene004/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene004,phase2,1,7.1,baking_tray,baking_tray.1,scenes/scene004/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene004,phase2,2,127.2,spray_bottle,spray_bottle.2,scenes/scene004/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene004,phase2,3,114,shampoo_bottle,shampoo_bottle,scenes/scene004/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene004,phase2,4,147,umbrella,umbrella,scenes/scene004/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene004,phase2,5,137,teapot,teapot,scenes/scene004/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene004,phase2,6,25.1,candy_bar,candy_bar.1,scenes/scene004/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene004,phase2,7,87.3,mouse,mouse.3,scenes/scene004/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene005,phase0,1,11.1,basting_brush,basting_brush.1,scenes/scene005/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene005,phase0,2,37.1,coffee_can,coffee_can.1,scenes/scene005/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene005,phase0,3,23,cable,cable,scenes/scene005/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene005,phase0,4,124.2,spatula,spatula.2,scenes/scene005/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene005,phase0,5,40.1,cup,cup.1,scenes/scene005/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene005,phase0,6,58.1,glue_bottle,glue_bottle.1,scenes/scene005/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene005,phase0,7,133.2,t-handle,t-handle.2,scenes/scene005/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene005,phase1,1,11.1,basting_brush,basting_brush.1,scenes/scene005/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene005,phase1,2,37.1,coffee_can,coffee_can.1,scenes/scene005/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene005,phase1,3,23,cable,cable,scenes/scene005/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene005,phase1,4,124.2,spatula,spatula.2,scenes/scene005/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene005,phase1,5,40.1,cup,cup.1,scenes/scene005/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene005,phase1,6,58.1,glue_bottle,glue_bottle.1,scenes/scene005/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene005,phase1,7,133.2,t-handle,t-handle.2,scenes/scene005/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene005,phase2,1,11.1,basting_brush,basting_brush.1,scenes/scene005/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene005,phase2,2,37.1,coffee_can,coffee_can.1,scenes/scene005/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene005,phase2,3,23,cable,cable,scenes/scene005/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene005,phase2,4,124.2,spatula,spatula.2,scenes/scene005/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene005,phase2,5,40.1,cup,cup.1,scenes/scene005/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene005,phase2,6,58.1,glue_bottle,glue_bottle.1,scenes/scene005/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene005,phase2,7,133.2,t-handle,t-handle.2,scenes/scene005/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene006,phase0,1,78,ladle,ladle,scenes/scene006/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene006,phase0,2,34,cleaning_brush,cleaning_brush,scenes/scene006/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene006,phase0,3,20.1,bowl,bowl.1,scenes/scene006/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene006,phase0,4,70,instant_noodle_packet,instant_noodle_packet,scenes/scene006/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene006,phase0,5,72.1,jello_box,jello_box.1,scenes/scene006/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene006,phase0,6,122.1,soup_can,soup_can.1,scenes/scene006/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene006,phase0,7,67,headphone,headphone,scenes/scene006/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene006,phase1,1,78,ladle,ladle,scenes/scene006/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene006,phase1,2,34,cleaning_brush,cleaning_brush,scenes/scene006/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene006,phase1,3,20.1,bowl,bowl.1,scenes/scene006/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene006,phase1,4,70,instant_noodle_packet,instant_noodle_packet,scenes/scene006/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene006,phase1,5,72.1,jello_box,jello_box.1,scenes/scene006/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene006,phase1,6,122.1,soup_can,soup_can.1,scenes/scene006/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene006,phase1,7,67,headphone,headphone,scenes/scene006/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene006,phase2,1,78,ladle,ladle,scenes/scene006/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene006,phase2,2,34,cleaning_brush,cleaning_brush,scenes/scene006/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene006,phase2,3,20.1,bowl,bowl.1,scenes/scene006/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene006,phase2,4,70,instant_noodle_packet,instant_noodle_packet,scenes/scene006/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene006,phase2,5,72.1,jello_box,jello_box.1,scenes/scene006/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene006,phase2,6,122.1,soup_can,soup_can.1,scenes/scene006/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene006,phase2,7,67,headphone,headphone,scenes/scene006/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene007,phase0,1,121,soft_scrub_cleanser_bottle,soft_scrub_cleanser_bottle,scenes/scene007/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene007,phase0,2,50,food_bag,food_bag,scenes/scene007/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene007,phase0,3,86,milk_jug,milk_jug,scenes/scene007/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene007,phase0,4,142,toothpaste,toothpaste,scenes/scene007/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene007,phase0,5,36,coffee_bottle,coffee_bottle,scenes/scene007/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene007,phase0,6,135,tape_measure,tape_measure,scenes/scene007/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene007,phase0,7,83.5,marker,marker.5,scenes/scene007/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene007,phase1,1,121,soft_scrub_cleanser_bottle,soft_scrub_cleanser_bottle,scenes/scene007/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene007,phase1,2,50,food_bag,food_bag,scenes/scene007/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene007,phase1,3,86,milk_jug,milk_jug,scenes/scene007/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene007,phase1,4,142,toothpaste,toothpaste,scenes/scene007/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene007,phase1,5,36,coffee_bottle,coffee_bottle,scenes/scene007/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene007,phase1,6,135,tape_measure,tape_measure,scenes/scene007/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene007,phase1,7,83.5,marker,marker.5,scenes/scene007/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene007,phase2,1,121,soft_scrub_cleanser_bottle,soft_scrub_cleanser_bottle,scenes/scene007/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene007,phase2,2,50,food_bag,food_bag,scenes/scene007/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene007,phase2,3,86,milk_jug,milk_jug,scenes/scene007/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene007,phase2,4,142,toothpaste,toothpaste,scenes/scene007/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene007,phase2,5,36,coffee_bottle,coffee_bottle,scenes/scene007/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene007,phase2,6,135,tape_measure,tape_measure,scenes/scene007/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene007,phase2,7,83.5,marker,marker.5,scenes/scene007/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene008,phase0,1,13.2,beanie,beanie.2,scenes/scene008/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene008,phase0,2,73.2,juice_pouch,juice_pouch.2,scenes/scene008/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene008,phase0,3,96.2,peeler,peeler.2,scenes/scene008/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene008,phase0,4,57.2,glove,glove.2,scenes/scene008/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene008,phase0,5,9,banana,banana,scenes/scene008/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene008,phase0,6,109,root_beer_bottle,root_beer_bottle,scenes/scene008/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene008,phase0,7,95,pear,pear,scenes/scene008/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene008,phase1,1,13.2,beanie,beanie.2,scenes/scene008/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene008,phase1,2,73.2,juice_pouch,juice_pouch.2,scenes/scene008/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene008,phase1,3,96.2,peeler,peeler.2,scenes/scene008/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene008,phase1,4,57.2,glove,glove.2,scenes/scene008/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene008,phase1,5,9,banana,banana,scenes/scene008/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene008,phase1,6,109,root_beer_bottle,root_beer_bottle,scenes/scene008/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene008,phase1,7,95,pear,pear,scenes/scene008/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene008,phase2,1,13.2,beanie,beanie.2,scenes/scene008/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene008,phase2,2,73.2,juice_pouch,juice_pouch.2,scenes/scene008/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene008,phase2,3,96.2,peeler,peeler.2,scenes/scene008/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene008,phase2,4,57.2,glove,glove.2,scenes/scene008/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene008,phase2,5,9,banana,banana,scenes/scene008/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene008,phase2,6,109,root_beer_bottle,root_beer_bottle,scenes/scene008/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene008,phase2,7,95,pear,pear,scenes/scene008/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene009,phase0,1,49.1,fry_pan,fry_pan.1,scenes/scene009/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene009,phase0,2,74,kettle,kettle,scenes/scene009/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene009,phase0,3,62,hair_brush,hairbrush,scenes/scene009/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene009,phase0,4,71,jar,jar,scenes/scene009/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene009,phase0,5,120.3,soda_can,soda_can.3,scenes/scene009/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene009,phase0,6,125,sponge,sponge,scenes/scene009/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene009,phase0,7,10,baseball_ball,baseball_ball,scenes/scene009/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene009,phase1,1,49.1,fry_pan,fry_pan.1,scenes/scene009/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene009,phase1,2,74,kettle,kettle,scenes/scene009/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene009,phase1,3,62,hair_brush,hairbrush,scenes/scene009/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene009,phase1,4,71,jar,jar,scenes/scene009/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene009,phase1,5,120.3,soda_can,soda_can.3,scenes/scene009/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene009,phase1,6,125,sponge,sponge,scenes/scene009/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene009,phase1,7,10,baseball_ball,baseball_ball,scenes/scene009/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene009,phase2,1,49.1,fry_pan,fry_pan.1,scenes/scene009/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene009,phase2,2,74,kettle,kettle,scenes/scene009/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene009,phase2,3,62,hair_brush,hairbrush,scenes/scene009/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene009,phase2,4,71,jar,jar,scenes/scene009/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene009,phase2,5,120.3,soda_can,soda_can.3,scenes/scene009/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene009,phase2,6,125,sponge,sponge,scenes/scene009/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene009,phase2,7,10,baseball_ball,baseball_ball,scenes/scene009/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene010,phase0,1,38,cracker_box,cracker_box,scenes/scene010/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene010,phase0,2,66.1,hat,hat.1,scenes/scene010/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene010,phase0,3,144.2,towel,towel.2,scenes/scene010/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene010,phase0,4,17.3,book,book.3,scenes/scene010/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene010,phase0,5,148.2,water_bottle,water_bottle.2,scenes/scene010/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene010,phase0,6,88.2,mug,mug.2,scenes/scene010/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene010,phase0,7,84,meat_can,meat_can,scenes/scene010/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene010,phase1,1,38,cracker_box,cracker_box,scenes/scene010/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene010,phase1,2,66.1,hat,hat.1,scenes/scene010/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene010,phase1,3,144.2,towel,towel.2,scenes/scene010/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene010,phase1,4,17.3,book,book.3,scenes/scene010/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene010,phase1,5,148.2,water_bottle,water_bottle.2,scenes/scene010/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene010,phase1,6,88.2,mug,mug.2,scenes/scene010/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene010,phase1,7,84,meat_can,meat_can,scenes/scene010/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene010,phase2,1,38,cracker_box,cracker_box,scenes/scene010/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene010,phase2,2,66.1,hat,hat.1,scenes/scene010/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene010,phase2,3,144.2,towel,towel.2,scenes/scene010/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene010,phase2,4,17.3,book,book.3,scenes/scene010/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene010,phase2,5,148.2,water_bottle,water_bottle.2,scenes/scene010/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene010,phase2,6,88.2,mug,mug.2,scenes/scene010/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene010,phase2,7,84,meat_can,meat_can,scenes/scene010/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene011,phase0,1,7.1,baking_tray,baking_tray.1,scenes/scene011/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene011,phase0,2,66.1,hat,hat.1,scenes/scene011/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene011,phase0,3,67,headphone,headphone,scenes/scene011/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene011,phase0,4,117.1,shoe,shoe.1,scenes/scene011/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene011,phase0,5,89.3,mustard_bottle,mustard_bottle.3,scenes/scene011/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene011,phase0,6,113.1,scissors,scissors.1,scenes/scene011/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene011,phase0,7,5,apple,apple,scenes/scene011/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene011,phase1,1,7.1,baking_tray,baking_tray.1,scenes/scene011/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene011,phase1,2,66.1,hat,hat.1,scenes/scene011/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
