scene_id,scene_type,view,capture_id,frame_idx,frame_filename,split,has_rgb,has_depth,has_fisheye,has_cam_pose,has_masks,has_masks_aux,has_sam2_meta,shard_rgb,shard_depth,shard_fisheye,shard_cam_pose,shard_masks,shard_masks_aux,shard_sam2_meta
scene002,multi_object_ego,ego,ego,10,00010.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,11,00011.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,12,00012.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,13,00013.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,14,00014.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,15,00015.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,16,00016.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,17,00017.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,18,00018.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,19,00019.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,20,00020.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,21,00021.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,22,00022.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,23,00023.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,24,00024.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,25,00025.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,26,00026.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,27,00027.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,28,00028.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,29,00029.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,30,00030.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,31,00031.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,32,00032.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,33,00033.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,34,00034.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,35,00035.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,36,00036.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,37,00037.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,38,00038.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,39,00039.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,40,00040.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,41,00041.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,42,00042.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,43,00043.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,44,00044.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,45,00045.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,46,00046.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,47,00047.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,48,00048.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,49,00049.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,50,00050.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,51,00051.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,52,00052.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,53,00053.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,54,00054.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,55,00055.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,56,00056.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,57,00057.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,58,00058.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,59,00059.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,60,00060.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,61,00061.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,62,00062.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,63,00063.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,64,00064.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,65,00065.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,66,00066.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,67,00067.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
scene002,multi_object_ego,ego,ego,68,00068.png,ego,True,True,True,True,True,True,True,scenes/scene002/ego/rgb.tar,scenes/scene002/ego/depth.tar,scenes/scene002/ego/fisheye.tar,scenes/scene002/ego/labels/cam_pose/v1.tar,scenes/scene002/ego/labels/masks/v1.tar,scenes/scene002/ego/labels/masks_aux/v1.tar,scenes/scene002/ego/labels/sam2_meta/v1.tar
